id,number_of_reviews,review_scores_rating,review_scores_location
15070809.00,246.00,4.88,4.89
15286498.00,7.00,4.57,4.71
15286504.00,12.00,4.25,4.83
14675189.00,53.00,4.87,4.96
15286514.00,17.00,4.65,4.76
15286522.00,1.00,5.00,5.00
15286526.00,3.00,5.00,5.00
15072077.00,5.00,4.80,5.00
15089441.00,365.00,4.71,4.83
14679068.00,78.00,4.69,4.97
15089552.00,40.00,4.40,4.90
15286536.00,11.00,4.91,4.91
15286552.00,2.00,4.50,5.00
15286565.00,16.00,4.50,4.63
14696272.00,38.00,4.95,4.97
15286575.00,8.00,4.63,4.88
15096067.00,7.00,5.00,5.00
15098129.00,32.00,4.84,5.00
15111117.00,113.00,4.59,4.74
15113583.00,94.00,4.69,4.83
14699468.00,22.00,4.82,4.90
15120453.00,95.00,4.74,4.86
15128778.00,21.00,4.62,4.90
15130336.00,15.00,4.47,4.73
15286591.00,13.00,4.77,4.92
15286593.00,9.00,4.56,4.89
15286602.00,21.00,4.71,4.71
14701522.00,53.00,4.90,4.94
14710119.00,74.00,4.81,4.73
15287103.00,1.00,5.00,5.00
15135734.00,230.00,4.77,4.81
15146091.00,49.00,4.94,4.90
15146617.00,32.00,4.20,4.67
15289059.00,21.00,4.86,4.76
14711913.00,25.00,4.76,4.72
15296515.00,7.00,5.00,5.00
15298600.00,42.00,4.88,5.00
15149898.00,4.00,4.67,4.50
15162457.00,72.00,4.69,4.83
15168593.00,13.00,4.85,4.85
15177438.00,26.00,4.62,4.85
15305016.00,103.00,4.65,4.90
15310530.00,2.00,5.00,5.00
14712447.00,30.00,4.23,4.73
15316204.00,101.00,4.85,4.86
15326575.00,70.00,4.94,4.97
15178802.00,66.00,4.84,4.92
14713392.00,59.00,4.76,5.00
15367721.00,24.00,4.86,4.86
15368205.00,18.00,4.44,4.94
15332751.00,24.00,4.91,4.82
15342541.00,114.00,4.72,4.87
14714811.00,19.00,4.95,5.00
15342609.00,56.00,4.66,4.90
15342792.00,3.00,5.00,5.00
15343473.00,77.00,4.82,4.94
15372401.00,3.00,3.00,4.33
14731740.00,54.00,4.50,4.70
15373447.00,64.00,4.89,4.84
15379794.00,28.00,4.96,4.93
15392744.00,11.00,5.00,4.90
15343575.00,36.00,4.53,4.83
15344516.00,61.00,4.85,4.97
14743297.00,191.00,4.83,4.85
15345369.00,44.00,4.52,4.80
14747726.00,30.00,4.93,4.97
15354841.00,3.00,4.33,5.00
15354843.00,3.00,5.00,5.00
15395351.00,171.00,4.58,4.94
15396098.00,14.00,4.93,4.93
14758875.00,112.00,4.73,4.96
15407763.00,7.00,5.00,4.80
15409151.00,23.00,5.00,5.00
15356339.00,297.00,4.92,4.94
15361622.00,122.00,4.93,4.98
15633949.00,1.00,5.00,5.00
15411372.00,21.00,5.00,4.88
15411990.00,7.00,5.00,5.00
14774557.00,221.00,4.86,4.83
15421902.00,218.00,4.87,4.95
15634025.00,269.00,4.84,4.94
15635430.00,60.00,4.97,4.97
14778016.00,198.00,5.00,4.98
15635855.00,38.00,4.82,4.92
15642976.00,4.00,5.00,5.00
15423135.00,13.00,4.58,4.75
14784128.00,217.00,4.79,4.93
15423398.00,34.00,4.65,4.97
15423688.00,5.00,4.60,5.00
14787962.00,200.00,4.94,4.92
15437361.00,67.00,4.87,4.76
15439712.00,416.00,4.84,4.85
14791146.00,1.00,5.00,5.00
15449706.00,53.00,5.00,4.91
14805599.00,16.00,4.88,4.88
14807524.00,119.00,4.83,4.82
15450923.00,17.00,4.79,4.71
15451264.00,73.00,4.93,4.89
15643814.00,42.00,4.79,4.85
14808162.00,43.00,4.79,4.58
15645285.00,306.00,4.91,4.82
15647952.00,147.00,4.61,4.88
15657517.00,67.00,4.56,4.78
15451995.00,5.00,4.60,4.60
15452464.00,6.00,4.67,5.00
15466294.00,17.00,4.18,4.69
14808299.00,57.00,4.91,4.95
15468300.00,2.00,5.00,4.50
15468506.00,119.00,4.72,4.90
15665146.00,152.00,4.95,4.97
14808547.00,140.00,4.85,4.94
15669199.00,31.00,4.55,4.84
15675430.00,129.00,4.96,4.94
15468694.00,15.00,5.00,4.93
15482342.00,25.00,4.84,4.84
15487066.00,2.00,5.00,5.00
15493119.00,5.00,5.00,5.00
14810406.00,24.00,4.67,4.96
15496192.00,312.00,4.82,4.93
15677252.00,51.00,4.80,4.94
15677743.00,184.00,4.62,4.88
15678058.00,41.00,4.82,4.97
14823413.00,190.00,4.83,4.85
15682254.00,74.00,4.70,4.88
15496793.00,19.00,4.37,4.89
15499008.00,51.00,4.84,4.96
15499196.00,106.00,4.54,4.87
14824328.00,48.00,4.50,4.67
15500468.00,66.00,4.60,4.61
15685895.00,14.00,4.36,4.71
15702062.00,374.00,4.96,4.98
14825654.00,2.00,5.00,5.00
14826519.00,74.00,4.91,4.86
15702250.00,78.00,4.96,4.97
15703587.00,37.00,4.95,4.95
15704954.00,18.00,4.83,4.94
15706595.00,72.00,4.29,4.87
15709369.00,100.00,4.92,4.96
15720708.00,10.00,4.70,4.70
15509039.00,90.00,4.76,4.89
15513519.00,154.00,4.84,4.89
14827271.00,2.00,2.00,4.00
15519868.00,31.00,4.93,4.86
15533383.00,1.00,5.00,5.00
15535824.00,48.00,4.81,4.90
15537467.00,104.00,4.73,4.79
15720834.00,186.00,4.89,4.92
15731892.00,251.00,4.72,4.90
15733164.00,18.00,4.18,4.53
15733509.00,80.00,4.19,4.93
14827760.00,18.00,4.61,4.61
15733916.00,78.00,4.64,4.94
15742698.00,3.00,5.00,5.00
15537623.00,89.00,4.75,4.81
15550439.00,18.00,4.82,4.94
15551972.00,70.00,4.47,4.86
14828126.00,87.00,4.83,4.90
15554690.00,9.00,5.00,5.00
15744310.00,1.00,5.00,5.00
15753927.00,5.00,4.80,5.00
14839336.00,20.00,4.95,4.95
15759784.00,239.00,4.82,4.84
15772211.00,4.00,5.00,5.00
15773009.00,2.00,5.00,5.00
15560886.00,74.00,4.69,4.67
15562822.00,18.00,4.83,4.83
15564518.00,119.00,4.59,4.80
15566655.00,105.00,5.00,4.90
15569394.00,10.00,5.00,4.90
14841116.00,104.00,4.87,4.94
15573771.00,30.00,4.97,4.82
15580635.00,132.00,4.80,4.86
15589266.00,218.00,4.81,4.74
15786328.00,209.00,4.86,4.89
15787147.00,185.00,4.78,4.80
15791248.00,2.00,5.00,5.00
15792131.00,1.00,5.00,5.00
14842617.00,63.00,4.94,4.98
15806194.00,22.00,4.77,4.73
15590432.00,531.00,4.94,4.89
15591024.00,51.00,4.96,4.96
15596139.00,1.00,5.00,5.00
14855345.00,61.00,4.52,4.84
14856831.00,126.00,4.95,4.94
15597326.00,350.00,4.92,4.76
15598078.00,138.00,4.83,4.98
15818027.00,66.00,4.82,4.95
15818431.00,1.00,5.00,5.00
15860603.00,325.00,4.89,4.91
15818432.00,4.00,5.00,4.75
15598394.00,300.00,4.89,4.80
15599256.00,32.00,4.94,5.00
15604146.00,65.00,4.83,4.88
15604365.00,33.00,4.88,5.00
15866407.00,2.00,5.00,5.00
15868117.00,2.00,5.00,4.50
15605384.00,164.00,4.45,4.80
15610552.00,248.00,4.77,4.95
15818437.00,2.00,5.00,5.00
15869851.00,404.00,4.70,4.88
15611803.00,44.00,4.89,4.91
15872341.00,64.00,4.70,4.76
15616176.00,55.00,4.85,4.85
15616776.00,28.00,4.75,4.93
15818438.00,1.00,5.00,5.00
15873377.00,94.00,4.89,5.00
15877298.00,239.00,4.85,4.93
15818441.00,3.00,5.00,5.00
15616808.00,113.00,4.89,4.89
15621989.00,14.00,4.21,4.86
15884737.00,8.00,5.00,5.00
15885655.00,3.00,5.00,4.67
15632299.00,46.00,4.85,4.87
15633072.00,109.00,4.86,4.94
15818448.00,1.00,5.00,5.00
15890255.00,13.00,4.31,4.69
15818449.00,1.00,5.00,5.00
15633180.00,71.00,4.93,4.97
15898358.00,72.00,4.39,4.64
15633498.00,64.00,4.89,4.97
15898652.00,69.00,4.75,4.65
16084138.00,71.00,4.90,4.97
15818450.00,3.00,5.00,5.00
15902450.00,43.00,4.98,4.95
15818452.00,4.00,5.00,5.00
16084364.00,11.00,4.82,4.73
15910524.00,12.00,4.67,5.00
16084373.00,15.00,4.73,4.80
15818453.00,3.00,5.00,5.00
15910806.00,18.00,4.78,5.00
15818454.00,2.00,5.00,5.00
15818457.00,1.00,5.00,5.00
16084640.00,62.00,4.95,4.92
16085221.00,5.00,4.80,4.80
15913876.00,15.00,4.80,5.00
16085264.00,4.00,4.50,4.75
15818458.00,1.00,5.00,5.00
15913982.00,19.00,4.53,4.95
15914882.00,210.00,4.75,4.75
15818459.00,2.00,5.00,5.00
15915326.00,28.00,4.96,4.89
16085739.00,18.00,4.82,4.94
15925126.00,65.00,4.97,5.00
16086502.00,64.00,4.89,4.54
15928884.00,13.00,5.00,5.00
16089285.00,60.00,4.87,4.88
15928984.00,88.00,4.45,4.97
16094223.00,4.00,4.75,4.50
15929659.00,185.00,4.76,4.91
15930579.00,73.00,4.52,4.93
15818621.00,1.00,5.00,5.00
16099777.00,43.00,4.28,4.79
15930802.00,50.00,4.76,4.90
15819653.00,234.00,4.88,4.85
15821368.00,18.00,4.94,4.78
15823091.00,71.00,4.76,4.91
15940466.00,156.00,4.72,4.83
15824098.00,133.00,4.76,4.97
16101157.00,25.00,5.00,4.92
16101212.00,200.00,4.89,4.62
16112845.00,69.00,4.64,4.96
15941201.00,34.00,4.76,4.94
16121156.00,1.00,5.00,5.00
16125972.00,152.00,4.33,4.94
15831509.00,30.00,4.83,5.00
15834925.00,43.00,5.00,4.98
15942922.00,96.00,5.00,4.99
16136205.00,64.00,4.86,4.97
15952384.00,29.00,4.68,4.89
15955518.00,19.00,4.74,4.89
15955828.00,18.00,4.82,4.88
16148466.00,132.00,4.52,4.82
16157091.00,175.00,4.94,4.95
15842791.00,26.00,4.88,4.85
15847530.00,11.00,5.00,4.82
15956131.00,4.00,5.00,5.00
15957101.00,1.00,5.00,5.00
15958266.00,7.00,4.86,4.86
15855014.00,119.00,4.80,4.70
16159493.00,53.00,4.79,4.73
16167091.00,4.00,5.00,4.75
15968929.00,185.00,4.53,4.83
16177883.00,14.00,5.00,4.86
16185163.00,63.00,5.00,4.90
16185567.00,186.00,4.92,4.96
16189655.00,35.00,4.86,4.69
15858081.00,6.00,4.67,5.00
15860286.00,6.00,5.00,5.00
16289191.00,10.00,4.80,5.00
16289193.00,20.00,4.85,4.95
15969036.00,75.00,4.62,4.93
16289200.00,17.00,4.53,4.82
16289201.00,23.00,4.70,5.00
16189679.00,6.00,5.00,5.00
15972712.00,142.00,4.29,4.79
16289204.00,18.00,4.28,4.94
15973550.00,175.00,4.86,4.93
16191353.00,4.00,5.00,4.75
15974447.00,56.00,4.75,4.91
16299819.00,47.00,4.94,4.98
15975911.00,4.00,5.00,4.75
15988656.00,27.00,4.85,4.85
15991123.00,29.00,5.00,4.93
16000906.00,19.00,4.74,4.95
16300032.00,119.00,4.89,4.76
16301658.00,19.00,4.89,4.95
16314088.00,19.00,5.00,5.00
16318092.00,12.00,4.33,4.67
16200908.00,32.00,5.00,4.94
16202849.00,12.00,4.92,5.00
16204202.00,40.00,4.79,4.95
16007018.00,67.00,4.91,4.94
16205132.00,14.00,4.79,4.93
16323491.00,45.00,4.57,4.91
16007574.00,22.00,4.45,4.64
16015178.00,26.00,4.88,4.88
16334342.00,50.00,4.94,4.98
16206078.00,73.00,4.86,4.89
16018764.00,45.00,4.91,4.84
16026032.00,76.00,4.96,4.97
16206606.00,15.00,4.64,4.71
16208441.00,42.00,4.83,4.80
16219225.00,45.00,4.73,4.80
16336094.00,80.00,4.99,4.98
16338355.00,166.00,4.83,4.96
16338824.00,105.00,4.67,4.90
16026836.00,79.00,4.90,4.94
16341735.00,131.00,4.63,4.75
16348150.00,205.00,4.89,4.95
16350062.00,9.00,4.00,4.75
16220369.00,36.00,5.00,4.94
16027181.00,42.00,4.85,4.93
16028738.00,56.00,4.87,4.80
16221635.00,17.00,5.00,4.94
16222147.00,8.00,4.88,5.00
16227205.00,257.00,4.99,4.96
16227579.00,33.00,5.00,4.91
16228682.00,33.00,4.61,4.79
16350065.00,12.00,4.33,4.36
16350068.00,6.00,4.83,5.00
16350075.00,6.00,3.83,4.40
16350078.00,18.00,4.56,4.83
16350079.00,5.00,4.80,4.80
16350084.00,3.00,4.67,5.00
16350088.00,6.00,4.80,5.00
16350090.00,7.00,5.00,5.00
16029299.00,193.00,4.92,4.74
16352938.00,14.00,4.86,4.79
16231208.00,185.00,4.90,4.96
16240783.00,34.00,4.29,4.79
16241053.00,50.00,4.62,4.94
16242685.00,38.00,4.97,4.97
16355655.00,28.00,4.43,4.82
16360300.00,19.00,4.74,4.84
16029589.00,3.00,5.00,5.00
16367341.00,28.00,4.39,4.82
16248024.00,251.00,4.63,4.96
16248443.00,241.00,4.72,4.92
16029590.00,2.00,5.00,5.00
16254358.00,69.00,4.93,4.84
16256344.00,335.00,4.92,4.97
16370035.00,534.00,4.87,4.90
16031826.00,91.00,4.70,4.98
16379731.00,20.00,4.60,4.85
16380679.00,45.00,4.56,4.80
16380955.00,52.00,4.62,4.83
16259055.00,60.00,4.82,4.95
16259398.00,1.00,5.00,5.00
16262122.00,196.00,4.85,4.95
16270610.00,186.00,4.98,4.97
16272590.00,193.00,4.96,4.89
16280545.00,10.00,4.40,4.30
16381190.00,19.00,4.42,4.89
16381356.00,21.00,4.81,4.86
16033267.00,127.00,4.91,4.96
16381593.00,41.00,4.37,4.80
16381761.00,46.00,4.85,4.78
16284779.00,115.00,4.78,4.87
16044320.00,2.00,5.00,5.00
16065922.00,20.00,4.75,4.95
16289117.00,4.00,4.50,5.00
16289121.00,3.00,4.33,4.67
16289123.00,5.00,4.60,5.00
16289126.00,14.00,4.77,5.00
16289132.00,16.00,4.44,4.81
16289138.00,10.00,4.10,4.80
16383494.00,43.00,4.98,5.00
16388193.00,127.00,4.88,4.94
16395392.00,25.00,4.68,4.96
16405251.00,123.00,4.46,4.88
16065982.00,2.00,5.00,5.00
16405711.00,3.00,5.00,5.00
16406534.00,63.00,4.65,4.81
16409728.00,54.00,4.74,4.96
16289140.00,3.00,5.00,5.00
16289146.00,3.00,5.00,5.00
16289147.00,12.00,4.58,4.92
16289153.00,17.00,4.82,4.94
16289157.00,15.00,4.80,5.00
16289160.00,11.00,4.82,4.91
16289161.00,3.00,5.00,5.00
16409781.00,59.00,4.71,4.92
16066082.00,26.00,4.73,4.96
16066129.00,35.00,4.80,4.97
16416531.00,86.00,4.95,4.80
16418383.00,40.00,4.88,4.95
16426702.00,32.00,4.91,4.97
16289167.00,14.00,4.50,4.79
16066205.00,18.00,4.72,4.94
16289171.00,15.00,4.40,4.87
16289175.00,13.00,4.62,4.69
16289176.00,4.00,4.00,5.00
16289177.00,24.00,4.83,4.96
16289185.00,17.00,4.71,4.94
16532230.00,438.00,4.87,4.73
16426773.00,22.00,4.91,4.91
16427554.00,24.00,4.88,4.96
16066279.00,30.00,4.53,4.90
16437474.00,246.00,4.95,4.96
16439230.00,63.00,4.73,5.00
16532463.00,42.00,4.60,4.81
16066321.00,25.00,4.84,4.92
16066338.00,18.00,4.72,5.00
16543508.00,47.00,4.96,5.00
16544081.00,281.00,4.96,4.95
16439616.00,22.00,4.95,4.95
16066577.00,21.00,4.19,4.76
16066604.00,39.00,4.72,4.90
16066629.00,9.00,4.67,4.78
16440217.00,38.00,4.53,4.89
16441074.00,5.00,5.00,5.00
16545111.00,87.00,4.80,4.91
16545851.00,20.00,4.80,4.75
16067441.00,38.00,4.82,4.89
16545981.00,14.00,4.64,4.79
16441239.00,4.00,3.75,4.75
16070631.00,95.00,4.52,4.87
16452342.00,114.00,4.77,4.86
16452451.00,137.00,4.83,4.93
16546487.00,34.00,4.85,4.59
16073046.00,85.00,4.93,4.76
16556074.00,90.00,4.83,4.92
16556131.00,164.00,4.95,4.92
16557852.00,5.00,4.80,5.00
16453144.00,31.00,4.74,4.97
16454971.00,206.00,4.93,4.94
16457080.00,55.00,4.96,4.87
16479995.00,59.00,4.75,4.88
16078811.00,89.00,4.81,4.93
16480623.00,71.00,4.77,4.73
16080693.00,2.00,5.00,5.00
16480715.00,45.00,4.64,4.71
16083770.00,177.00,4.86,4.90
16490711.00,105.00,4.78,4.98
16490971.00,24.00,4.67,4.67
16491236.00,13.00,4.77,5.00
16512255.00,31.00,4.58,4.74
16811007.00,84.00,4.87,4.93
16516429.00,31.00,4.45,4.90
16811154.00,4.00,4.50,5.00
16516772.00,1.00,4.00,5.00
16558569.00,132.00,4.83,4.92
16568101.00,1.00,5.00,5.00
16571860.00,180.00,4.92,4.96
16518348.00,160.00,4.88,4.96
16811715.00,133.00,4.32,4.77
16519138.00,28.00,4.86,4.79
16519780.00,74.00,4.97,4.99
16573034.00,130.00,4.75,4.86
16577148.00,134.00,4.98,4.99
16812490.00,16.00,4.44,4.88
16578223.00,31.00,4.65,4.81
16579221.00,11.00,5.00,5.00
16894230.00,144.00,4.82,4.87
16814124.00,20.00,4.85,5.00
16896246.00,9.00,5.00,4.88
16815111.00,64.00,4.73,4.83
16586075.00,14.00,4.50,5.00
16586695.00,269.00,4.36,4.62
16816601.00,165.00,4.95,4.80
16586993.00,48.00,4.94,4.81
16589287.00,18.00,5.00,4.93
16897403.00,92.00,4.53,4.67
16898457.00,124.00,4.89,4.91
16826529.00,7.00,5.00,5.00
16899011.00,97.00,4.86,4.95
16596900.00,54.00,4.80,4.89
16911970.00,32.00,4.63,4.75
16912134.00,12.00,4.75,5.00
16828626.00,69.00,4.86,4.93
16829718.00,20.00,4.85,4.95
16598804.00,191.00,4.87,4.85
16832167.00,157.00,4.83,4.62
16600627.00,114.00,4.96,4.78
16915181.00,124.00,4.93,4.87
16929292.00,58.00,4.83,4.95
16832625.00,116.00,4.50,4.60
16931473.00,5.00,4.80,4.60
16602334.00,19.00,4.58,4.95
16852481.00,32.00,4.90,4.87
16604199.00,6.00,5.00,5.00
16613573.00,23.00,4.91,5.00
16931481.00,6.00,4.50,5.00
16855655.00,99.00,4.87,4.91
16931483.00,5.00,4.60,5.00
16931484.00,15.00,4.73,4.93
16931485.00,27.00,4.78,4.89
16931510.00,19.00,4.42,4.74
16617098.00,28.00,4.85,4.96
16617162.00,177.00,4.93,4.92
16617590.00,15.00,4.53,4.73
16620217.00,40.00,4.78,4.95
16858348.00,78.00,4.88,4.96
16859277.00,183.00,4.96,4.97
16620795.00,308.00,4.81,4.93
16628795.00,51.00,4.64,4.89
16629272.00,19.00,4.84,4.89
16931518.00,4.00,5.00,5.00
16931547.00,103.00,4.90,4.93
16934281.00,9.00,4.00,4.44
16859568.00,6.00,4.67,5.00
16934293.00,5.00,4.40,5.00
16629460.00,10.00,4.70,4.90
16634787.00,11.00,5.00,5.00
16862624.00,11.00,4.45,4.82
16636341.00,94.00,4.53,4.86
16647646.00,36.00,4.80,4.71
16934301.00,27.00,4.74,4.96
16934304.00,21.00,4.57,4.95
16934306.00,6.00,5.00,5.00
16934307.00,2.00,5.00,5.00
16870645.00,4.00,4.75,5.00
16934309.00,9.00,4.67,5.00
16647992.00,9.00,5.00,4.78
16649758.00,5.00,5.00,5.00
16871124.00,10.00,5.00,4.90
16653621.00,122.00,4.74,4.75
16934310.00,3.00,5.00,5.00
16934311.00,6.00,3.83,4.50
16934316.00,6.00,4.50,5.00
16871165.00,14.00,4.86,4.86
16941866.00,27.00,5.00,4.96
16657135.00,80.00,4.85,4.90
16659679.00,47.00,4.81,4.94
16871171.00,5.00,5.00,5.00
16871174.00,7.00,4.86,5.00
16871180.00,2.00,5.00,5.00
16871181.00,10.00,4.80,4.80
16871183.00,2.00,5.00,5.00
16665571.00,115.00,4.73,4.81
16945759.00,45.00,4.82,4.95
16946350.00,152.00,4.63,4.60
16871189.00,9.00,4.56,4.78
16871191.00,10.00,5.00,5.00
16871194.00,10.00,4.90,4.80
16871197.00,8.00,5.00,5.00
16871199.00,4.00,4.50,4.75
16871201.00,7.00,4.57,4.71
16871203.00,8.00,5.00,4.88
16947539.00,36.00,4.89,4.91
16948559.00,23.00,4.96,5.00
16950018.00,203.00,4.96,4.91
16958674.00,19.00,4.95,4.89
16675016.00,116.00,4.93,4.61
16675875.00,133.00,4.68,4.79
16675885.00,93.00,4.90,4.78
16679197.00,83.00,4.96,4.86
16689497.00,133.00,4.74,4.79
16871208.00,5.00,4.00,5.00
16871209.00,3.00,4.67,4.67
16873142.00,10.00,4.89,5.00
16692429.00,137.00,4.87,4.92
16692672.00,46.00,4.80,4.89
16713480.00,4.00,5.00,5.00
16724764.00,53.00,4.60,4.78
16962715.00,13.00,5.00,4.92
16962922.00,15.00,4.93,4.79
16963503.00,123.00,4.58,4.71
16963964.00,33.00,4.94,5.00
16970022.00,17.00,4.82,4.88
16972183.00,48.00,4.90,4.92
16972233.00,10.00,5.00,4.90
16972578.00,10.00,4.90,4.80
16874102.00,65.00,4.63,4.97
16974341.00,10.00,4.70,4.90
16974977.00,38.00,4.68,4.95
16975052.00,57.00,4.47,4.95
16728994.00,247.00,4.90,4.93
16879840.00,9.00,4.67,5.00
16736993.00,29.00,4.72,4.57
16737906.00,110.00,4.83,4.82
16742528.00,39.00,4.71,4.97
16978404.00,3.00,5.00,5.00
16984789.00,24.00,4.79,4.88
16881562.00,20.00,4.90,4.80
16989552.00,96.00,4.67,4.93
16996832.00,109.00,4.95,4.91
16998420.00,25.00,4.92,4.92
17000968.00,347.00,4.80,4.80
16744290.00,52.00,4.81,4.94
16753641.00,7.00,4.57,5.00
16755204.00,177.00,5.00,4.88
16755747.00,59.00,4.75,4.98
16882778.00,14.00,5.00,5.00
16882780.00,2.00,4.50,5.00
16882782.00,9.00,5.00,5.00
16882784.00,5.00,4.40,4.20
16882786.00,4.00,4.75,4.50
16756006.00,68.00,4.85,4.97
16758615.00,92.00,4.90,4.86
17014698.00,48.00,4.85,4.83
16882788.00,2.00,5.00,5.00
16882792.00,13.00,4.92,5.00
16882799.00,3.00,5.00,4.67
16882802.00,2.00,5.00,5.00
16882804.00,1.00,5.00,5.00
16882807.00,8.00,4.00,4.63
16882809.00,3.00,4.50,5.00
16882814.00,13.00,4.92,4.75
16882816.00,6.00,4.50,5.00
16887448.00,7.00,4.71,4.43
17017141.00,97.00,4.81,4.88
17033951.00,9.00,4.89,5.00
17040756.00,138.00,4.88,4.84
17045320.00,5.00,5.00,5.00
17046953.00,9.00,4.67,4.89
16766637.00,66.00,4.86,4.86
16767975.00,55.00,4.85,4.98
16769110.00,16.00,4.88,5.00
16770571.00,24.00,4.83,4.79
16778906.00,138.00,4.82,4.92
16779560.00,100.00,4.94,4.93
17047997.00,12.00,4.75,4.82
16888250.00,141.00,4.76,4.86
17051038.00,66.00,4.86,4.71
17074788.00,16.00,4.63,5.00
16779690.00,6.00,5.00,5.00
16888844.00,269.00,4.71,4.69
17078053.00,4.00,4.50,4.00
17079406.00,110.00,4.94,4.77
16893350.00,1.00,5.00,5.00
17079528.00,39.00,4.92,5.00
17123939.00,13.00,5.00,4.92
17125047.00,6.00,5.00,5.00
16893352.00,4.00,4.75,5.00
17136808.00,10.00,4.44,4.25
17138759.00,49.00,4.96,4.92
17140707.00,6.00,4.60,5.00
17142844.00,25.00,4.44,4.92
17080230.00,24.00,4.88,4.88
17083346.00,131.00,4.78,4.92
17093333.00,141.00,4.96,4.87
17093887.00,214.00,4.94,4.93
17094276.00,4.00,4.33,5.00
16893355.00,12.00,4.42,4.92
17095211.00,321.00,4.96,4.83
17108593.00,22.00,4.86,4.86
17108726.00,96.00,4.75,4.66
17160141.00,242.00,4.92,4.97
17160274.00,44.00,4.95,4.89
17175569.00,20.00,4.45,4.70
17176642.00,33.00,4.67,4.67
16893365.00,32.00,4.81,4.91
17176644.00,46.00,4.89,4.80
17176645.00,72.00,4.89,4.94
17109164.00,81.00,4.60,4.89
17110930.00,37.00,4.94,4.88
16893371.00,10.00,4.00,4.70
17122709.00,29.00,4.97,5.00
17176646.00,22.00,4.82,4.95
17176648.00,17.00,4.65,4.82
16893379.00,4.00,4.75,5.00
17176649.00,35.00,4.63,4.86
17176651.00,58.00,4.76,4.90
17176653.00,59.00,4.66,4.86
17123352.00,2.00,5.00,5.00
17314620.00,11.00,3.90,4.80
17317296.00,95.00,4.91,4.76
17318104.00,14.00,5.00,4.86
17318308.00,19.00,4.89,5.00
16893391.00,1.00,5.00,5.00
17318446.00,118.00,4.68,4.87
17176654.00,47.00,4.53,4.89
17176655.00,50.00,4.54,4.90
16893395.00,1.00,5.00,5.00
17318726.00,55.00,4.82,4.91
16893396.00,10.00,4.80,5.00
17318804.00,160.00,4.59,4.86
17318915.00,4.00,4.75,4.50
17176656.00,16.00,4.63,4.88
17178338.00,100.00,4.64,4.95
16893398.00,23.00,4.70,4.78
17180274.00,64.00,4.89,4.75
17186939.00,2.00,4.50,5.00
17188528.00,36.00,4.81,5.00
17318917.00,1.00,5.00,5.00
17321598.00,55.00,4.69,4.85
17322328.00,22.00,4.86,4.95
16893421.00,21.00,4.62,4.81
17322627.00,84.00,4.86,4.93
17322869.00,16.00,4.69,5.00
17325597.00,123.00,4.92,4.93
17328628.00,1.00,3.00,4.00
17328633.00,3.00,5.00,5.00
17328635.00,8.00,4.88,5.00
17328637.00,4.00,5.00,5.00
17328641.00,36.00,4.58,4.94
17189384.00,55.00,4.84,4.96
17189386.00,72.00,4.57,4.85
17189387.00,36.00,4.56,4.86
17192055.00,14.00,4.21,4.93
16893430.00,8.00,4.63,4.88
17211025.00,4.00,5.00,5.00
17328643.00,18.00,4.89,4.94
16893442.00,25.00,4.80,4.96
17328644.00,14.00,4.36,4.57
17328646.00,13.00,4.46,5.00
17328651.00,20.00,4.85,5.00
17211329.00,188.00,4.93,4.88
16893447.00,23.00,4.65,4.87
17211393.00,5.00,4.60,4.80
17328657.00,5.00,4.60,5.00
17328659.00,22.00,4.64,4.91
17334097.00,23.00,4.83,4.96
16893449.00,54.00,4.85,4.87
17342774.00,33.00,4.88,4.81
17344422.00,51.00,4.72,4.90
17219714.00,159.00,4.86,4.92
17235504.00,161.00,4.93,4.86
17238423.00,23.00,4.87,4.74
16893452.00,10.00,4.80,4.80
17238929.00,37.00,4.92,5.00
17249564.00,13.00,4.69,4.92
17252230.00,81.00,4.57,4.89
17346055.00,14.00,4.62,4.85
16893454.00,16.00,4.63,4.94
17346158.00,180.00,4.97,4.94
17346568.00,106.00,4.90,4.93
17252454.00,143.00,4.96,4.87
17254700.00,19.00,4.95,4.94
17255514.00,30.00,4.70,4.93
17255834.00,25.00,4.76,4.92
17347845.00,153.00,4.88,4.89
17349158.00,129.00,4.88,4.91
17368159.00,70.00,4.97,4.96
16893459.00,4.00,4.75,5.00
17385084.00,22.00,4.30,4.60
17385941.00,8.00,4.75,5.00
17386058.00,244.00,4.88,4.98
17386584.00,20.00,4.75,4.95
17402395.00,3.00,5.00,5.00
17406197.00,24.00,4.38,4.88
17256065.00,63.00,4.90,4.90
17256082.00,48.00,4.75,4.87
17256746.00,85.00,4.59,4.56
17256752.00,40.00,4.75,4.90
17257428.00,65.00,4.66,4.92
17259372.00,35.00,4.91,4.89
16893462.00,24.00,4.79,4.79
17272816.00,5.00,3.40,4.60
17406320.00,100.00,4.95,4.91
17406832.00,92.00,4.67,4.90
17407053.00,65.00,4.49,4.84
17407870.00,82.00,4.94,4.85
17408427.00,134.00,4.91,4.93
17272818.00,2.00,4.50,5.00
16893465.00,43.00,4.74,4.91
17272825.00,8.00,3.50,4.25
17410067.00,11.00,5.00,5.00
17413325.00,1.00,4.00,5.00
16893466.00,37.00,4.58,4.78
17413347.00,1.00,5.00,5.00
17413386.00,3.00,3.67,5.00
17413413.00,4.00,4.75,5.00
17413415.00,27.00,4.78,4.93
17272826.00,36.00,4.69,4.92
