id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,geometry
12428567,North Shore Kauai,Kauai,22.222322,-159.470337,POINT (-159.470337 22.222322)
12174121,South Kohala,Hawaii,19.92546,-155.87617,POINT (-155.87617 19.92546)
12174203,Primary Urban Center,Honolulu,21.28419,-157.83113,POINT (-157.83113 21.28419)
11942708,Kihei-Makena,Maui,20.72538,-156.44528,POINT (-156.44528 20.72538)
11949145,South Kohala,Hawaii,19.92566,-155.79571,POINT (-155.79571 19.92566)
12174315,Koloa-Poipu,Kauai,21.87738,-159.46523,POINT (-159.46523 21.87738)
12174318,Koloa-Poipu,Kauai,21.88315,-159.48351,POINT (-159.48351 21.88315)
12433485,North Shore Oahu,Honolulu,21.67876,-158.03453,POINT (-158.03453 21.67876)
12434306,Lahaina,Maui,20.922148,-156.690643,POINT (-156.690643 20.922148)
11949216,North Kona,Hawaii,19.55771,-155.96066,POINT (-155.96066 19.55771)
12451831,Kau,Hawaii,19.0602,-155.59967,POINT (-155.59967 19.0602)
12454955,North Kona,Hawaii,19.62157,-155.98409,POINT (-155.98409 19.62157)
12466581,Kihei-Makena,Maui,20.71703,-156.44515,POINT (-156.44515 20.71703)
12174319,Koloa-Poipu,Kauai,21.88315,-159.48351,POINT (-159.48351 21.88315)
12176643,Primary Urban Center,Honolulu,21.28533,-157.83114,POINT (-157.83114 21.28533)
12184293,Kihei-Makena,Maui,20.7646,-156.45745,POINT (-156.45745 20.7646)
11949503,South Kona,Hawaii,19.49601,-155.89923,POINT (-155.89923 19.49601)
11954329,North Kona,Hawaii,19.62467,-155.98581,POINT (-155.98581 19.62467)
12191107,Kihei-Makena,Maui,20.72673507616278,-156.44750885568925,POINT (-156.44750885568925 20.72673507616278)
12193389,Kihei-Makena,Maui,20.79442,-156.50836,POINT (-156.50836 20.79442)
12475627,Primary Urban Center,Honolulu,21.2739,-157.82272,POINT (-157.82272 21.2739)
11958931,North Hilo,Hawaii,19.96794,-155.22807,POINT (-155.22807 19.96794)
12475929,Primary Urban Center,Honolulu,21.28402,-157.83905,POINT (-157.83905 21.28402)
12195025,Kihei-Makena,Maui,20.70868,-156.44342,POINT (-156.44342 20.70868)
11967850,Primary Urban Center,Honolulu,21.28384,-157.83753,POINT (-157.83753 21.28384)
12487065,Lahaina,Maui,20.92755,-156.69113,POINT (-156.69113 20.92755)
11970508,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12205835,South Kohala,Hawaii,19.94798,-155.85672,POINT (-155.85672 19.94798)
12207000,Primary Urban Center,Honolulu,21.27991,-157.82324,POINT (-157.82324 21.27991)
12488761,South Kona,Hawaii,19.41978,-155.88143,POINT (-155.88143 19.41978)
11970510,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12492959,North Shore Oahu,Honolulu,21.58852,-158.11245,POINT (-158.11245 21.58852)
12211157,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
11970514,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
11970517,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
11970520,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12211287,Kihei-Makena,Maui,20.76316,-156.4575,POINT (-156.4575 20.76316)
12495697,Kihei-Makena,Maui,20.69564,-156.42186,POINT (-156.42186 20.69564)
12495782,Primary Urban Center,Honolulu,21.27522,-157.82149,POINT (-157.82149 21.27522)
12517887,Primary Urban Center,Honolulu,21.27623,-157.82518,POINT (-157.82518 21.27623)
11970523,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12519848,South Kohala,Hawaii,19.91495,-155.88112,POINT (-155.88112 19.91495)
12212924,Puna,Hawaii,19.59988,-154.95221,POINT (-154.95221 19.59988)
12214471,Primary Urban Center,Honolulu,21.28002,-157.82826,POINT (-157.82826 21.28002)
12223067,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12223104,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12520610,South Kohala,Hawaii,19.93108,-155.8838,POINT (-155.8838 19.93108)
12540495,Primary Urban Center,Honolulu,21.25897,-157.81766,POINT (-157.81766 21.25897)
12226909,North Kona,Hawaii,19.60583,-155.97412,POINT (-155.97412 19.60583)
11970525,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12229134,Koloa-Poipu,Kauai,21.87561,-159.44446,POINT (-159.44446 21.87561)
11970527,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12540521,Koolauloa,Honolulu,21.70471,-157.99648,POINT (-157.99648 21.70471)
12544602,Lahaina,Maui,20.93745,-156.69214,POINT (-156.69214 20.93745)
11970528,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12230080,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
11970531,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12230099,Lahaina,Maui,20.93885,-156.69064,POINT (-156.69064 20.93885)
12545235,North Shore Kauai,Kauai,22.22156,-159.4704,POINT (-159.4704 22.22156)
11970535,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
12545594,Paia-Haiku,Maui,20.89896,-156.31105,POINT (-156.31105 20.89896)
12565003,Lahaina,Maui,20.93867,-156.69173,POINT (-156.69173 20.93867)
12567466,Primary Urban Center,Honolulu,21.282801,-157.828705,POINT (-157.828705 21.282801)
12230703,Primary Urban Center,Honolulu,21.28506,-157.83838,POINT (-157.83838 21.28506)
11970537,Kihei-Makena,Maui,20.71257,-156.44519,POINT (-156.44519 20.71257)
12231178,North Kohala,Hawaii,20.22236,-155.83098,POINT (-155.83098 20.22236)
12232281,Kihei-Makena,Maui,20.72185,-156.44529,POINT (-156.44529 20.72185)
12235401,Lahaina,Maui,20.9475,-156.69193,POINT (-156.69193 20.9475)
12568892,North Kona,Hawaii,19.61949,-155.98436,POINT (-155.98436 19.61949)
12570088,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12572694,Primary Urban Center,Honolulu,21.27592,-157.82336,POINT (-157.82336 21.27592)
11970538,Kihei-Makena,Maui,20.71269,-156.44428,POINT (-156.44428 20.71269)
12573841,Primary Urban Center,Honolulu,21.28158,-157.82707,POINT (-157.82707 21.28158)
12583697,North Shore Kauai,Kauai,22.22151,-159.49405,POINT (-159.49405 22.22151)
12236785,Primary Urban Center,Honolulu,21.27592,-157.82336,POINT (-157.82336 21.27592)
12244108,South Kohala,Hawaii,19.92366,-155.88394,POINT (-155.88394 19.92366)
11970540,Kihei-Makena,Maui,20.712872,-156.443893,POINT (-156.443893 20.712872)
11970541,Kihei-Makena,Maui,20.71226,-156.44457,POINT (-156.44457 20.71226)
12585277,Puna,Hawaii,19.56074,-154.89052,POINT (-154.89052 19.56074)
11971162,North Kona,Hawaii,19.62125,-155.98656,POINT (-155.98656 19.62125)
11971715,Puna,Hawaii,19.42883,-155.21811,POINT (-155.21811 19.42883)
12586942,Primary Urban Center,Honolulu,21.27578,-157.82466,POINT (-157.82466 21.27578)
12252237,Primary Urban Center,Honolulu,21.31957,-157.80954,POINT (-157.80954 21.31957)
12252794,Lahaina,Maui,20.9485,-156.69083,POINT (-156.69083 20.9485)
12590564,North Kona,Hawaii,19.59213,-155.9709,POINT (-155.9709 19.59213)
11975834,North Kona,Hawaii,19.60556,-155.97517,POINT (-155.97517 19.60556)
12594295,Koloa-Poipu,Kauai,21.87739,-159.46016,POINT (-159.46016 21.87739)
12604028,Kihei-Makena,Maui,20.76308,-156.459,POINT (-156.459 20.76308)
12604034,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
11984612,Lahaina,Maui,20.97044,-156.67849,POINT (-156.67849 20.97044)
12252806,Lahaina,Maui,20.94848,-156.69055,POINT (-156.69055 20.94848)
11990864,Kihei-Makena,Maui,20.7535,-156.45817,POINT (-156.45817 20.7535)
12604039,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
11991042,Lahaina,Maui,20.953234,-156.687057,POINT (-156.687057 20.953234)
12604042,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12604046,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
11991749,Lahaina,Maui,20.92432,-156.68993,POINT (-156.68993 20.92432)
12604056,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12604058,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12254713,Koloa-Poipu,Kauai,21.88326,-159.46421,POINT (-159.46421 21.88326)
12266552,Waianae,Honolulu,21.47906,-158.22268,POINT (-158.22268 21.47906)
11994060,Koloa-Poipu,Kauai,21.876797,-159.455475,POINT (-159.455475 21.876797)
12272627,South Kohala,Hawaii,19.91473,-155.87807,POINT (-155.87807 19.91473)
12604062,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12006664,Koloa-Poipu,Kauai,21.877817,-159.460541,POINT (-159.460541 21.877817)
12604070,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12604076,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12604094,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12273465,North Shore Kauai,Kauai,22.21651,-159.49068,POINT (-159.49068 22.21651)
12289602,North Shore Kauai,Kauai,22.22397,-159.49104,POINT (-159.49104 22.22397)
12007632,North Kohala,Hawaii,20.07757,-155.83788,POINT (-155.83788 20.07757)
12604101,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12604108,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12604111,Kihei-Makena,Maui,20.76312,-156.45903,POINT (-156.45903 20.76312)
12604115,Kihei-Makena,Maui,20.76308,-156.45898,POINT (-156.45898 20.76308)
12606306,Lahaina,Maui,20.91449,-156.687958,POINT (-156.687958 20.91449)
12290985,Koolauloa,Honolulu,21.7054,-157.99719,POINT (-157.99719 21.7054)
12013886,North Kona,Hawaii,19.64177,-155.99367,POINT (-155.99367 19.64177)
12017447,Paia-Haiku,Maui,20.92864,-156.30832,POINT (-156.30832 20.92864)
12291922,Paia-Haiku,Maui,20.91897,-156.33116,POINT (-156.33116 20.91897)
12292539,Makawao-Pukalani-Kula,Maui,20.78009,-156.30919,POINT (-156.30919 20.78009)
12608555,Lahaina,Maui,20.97216,-156.67968,POINT (-156.67968 20.97216)
12608695,Kihei-Makena,Maui,20.76308,-156.45903,POINT (-156.45903 20.76308)
12608732,Kihei-Makena,Maui,20.763,-156.45866,POINT (-156.45866 20.763)
12830718,Lahaina,Maui,20.95801,-156.685,POINT (-156.685 20.95801)
12831447,Primary Urban Center,Honolulu,21.28503,-157.83596,POINT (-157.83596 21.28503)
12622481,North Shore Kauai,Kauai,22.20846,-159.54624,POINT (-159.54624 22.20846)
12624595,Kihei-Makena,Maui,20.75496,-156.45672,POINT (-156.45672 20.75496)
12626031,Lahaina,Maui,20.95185,-156.6881,POINT (-156.6881 20.95185)
12292810,Primary Urban Center,Honolulu,21.27879,-157.82546,POINT (-157.82546 21.27879)
12296622,Kihei-Makena,Maui,20.76042,-156.45254,POINT (-156.45254 20.76042)
12832428,Koolauloa,Honolulu,21.70476,-157.9959,POINT (-157.9959 21.70476)
12298884,Primary Urban Center,Honolulu,21.26672,-157.81485,POINT (-157.81485 21.26672)
12627962,North Shore Kauai,Kauai,22.2088,-159.54749,POINT (-159.54749 22.2088)
12834424,North Shore Kauai,Kauai,22.204086,-159.496155,POINT (-159.496155 22.204086)
13100536,Primary Urban Center,Honolulu,21.27594,-157.82309,POINT (-157.82309 21.27594)
12835604,Kapaa-Wailua,Kauai,22.14485,-159.30463,POINT (-159.30463 22.14485)
13100575,Primary Urban Center,Honolulu,21.27594,-157.82309,POINT (-157.82309 21.27594)
12629069,Waianae,Honolulu,21.47412,-158.21859,POINT (-158.21859 21.47412)
12645713,Primary Urban Center,Honolulu,21.27195,-157.8225,POINT (-157.8225 21.27195)
12849474,North Shore Kauai,Kauai,22.22806,-159.48182,POINT (-159.48182 22.22806)
12654505,Primary Urban Center,Honolulu,21.27166,-157.82056,POINT (-157.82056 21.27166)
12673941,Lahaina,Maui,20.95202,-156.68859,POINT (-156.68859 20.95202)
12677580,North Shore Kauai,Kauai,22.20693,-159.54631,POINT (-159.54631 22.20693)
13112755,Lahaina,Maui,20.93243,-156.6861,POINT (-156.6861 20.93243)
13113810,North Kona,Hawaii,19.73922,-155.98023,POINT (-155.98023 19.73922)
13116723,North Shore Kauai,Kauai,22.216644,-159.472183,POINT (-159.472183 22.216644)
12850715,Koloa-Poipu,Kauai,21.87558,-159.44383,POINT (-159.44383 21.87558)
13121417,Kihei-Makena,Maui,20.72936,-156.45007,POINT (-156.45007 20.72936)
13123668,North Shore Kauai,Kauai,22.22232,-159.54762,POINT (-159.54762 22.22232)
12853065,Kihei-Makena,Maui,20.72587,-156.4469,POINT (-156.4469 20.72587)
13124887,South Kohala,Hawaii,19.94594,-155.7892,POINT (-155.7892 19.94594)
12706955,Kihei-Makena,Maui,20.76961,-156.45812,POINT (-156.45812 20.76961)
12853519,North Kona,Hawaii,19.56501,-155.96515,POINT (-155.96515 19.56501)
12707911,Kihei-Makena,Maui,20.76949,-156.45819,POINT (-156.45819 20.76949)
12854505,Koloa-Poipu,Kauai,21.87433,-159.44958,POINT (-159.44958 21.87433)
12708984,Koolauloa,Honolulu,21.70524,-157.996,POINT (-157.996 21.70524)
12709603,North Kona,Hawaii,19.62067,-155.9853,POINT (-155.9853 19.62067)
13126532,Koolaupoko,Honolulu,21.41597,-157.75206,POINT (-157.75206 21.41597)
13127057,North Kohala,Hawaii,20.2162,-155.82987,POINT (-155.82987 20.2162)
12855603,Paia-Haiku,Maui,20.90811,-156.37707,POINT (-156.37707 20.90811)
12713550,Puna,Hawaii,19.56179,-154.89017,POINT (-154.89017 19.56179)
12857433,South Kona,Hawaii,19.40163,-155.88187,POINT (-155.88187 19.40163)
12715070,Primary Urban Center,Honolulu,21.27409,-157.81107,POINT (-157.81107 21.27409)
12730370,Koolauloa,Honolulu,21.7048,-157.99666,POINT (-157.99666 21.7048)
13128168,North Shore Oahu,Honolulu,21.56837,-158.12633,POINT (-158.12633 21.56837)
13136497,Kihei-Makena,Maui,20.72455,-156.44747,POINT (-156.44747 20.72455)
13136953,Lahaina,Maui,20.87411,-156.67719,POINT (-156.67719 20.87411)
13139388,Primary Urban Center,Honolulu,21.26835,-157.77892,POINT (-157.77892 21.26835)
12736744,Lahaina,Maui,20.94438,-156.68982,POINT (-156.68982 20.94438)
12868002,Koolauloa,Honolulu,21.70472,-157.9967,POINT (-157.9967 21.70472)
12740325,Koolaupoko,Honolulu,21.38716,-157.73028,POINT (-157.73028 21.38716)
13139520,East Honolulu,Honolulu,21.27762,-157.76852,POINT (-157.76852 21.27762)
12871250,Koolauloa,Honolulu,21.70477,-157.99635,POINT (-157.99635 21.70477)
13139716,Puna,Hawaii,19.52136,-154.85044,POINT (-154.85044 19.52136)
13141252,Puna,Hawaii,19.51915,-154.84934,POINT (-154.84934 19.51915)
13150573,Puna,Hawaii,19.61117,-154.96046,POINT (-154.96046 19.61117)
13150971,Lahaina,Maui,20.87225,-156.67787,POINT (-156.67787 20.87225)
12740427,Koolaupoko,Honolulu,21.39001,-157.71526,POINT (-157.71526 21.39001)
12741438,Koolaupoko,Honolulu,21.39185,-157.71514,POINT (-157.71514 21.39185)
12761642,Primary Urban Center,Honolulu,21.26866,-157.79017,POINT (-157.79017 21.26866)
12873161,North Shore Oahu,Honolulu,21.56681,-158.12462,POINT (-158.12462 21.56681)
12874040,Primary Urban Center,Honolulu,21.2767,-157.823,POINT (-157.823 21.2767)
12761650,Lahaina,Maui,20.93747,-156.69223,POINT (-156.69223 20.93747)
12762350,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12762353,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12762359,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
13151429,Kihei-Makena,Maui,20.71148,-156.44394,POINT (-156.44394 20.71148)
13152803,Paia-Haiku,Maui,20.90792,-156.32011,POINT (-156.32011 20.90792)
13157204,Lahaina,Maui,20.92359,-156.68987,POINT (-156.68987 20.92359)
13172162,North Shore Kauai,Kauai,22.22166,-159.54459,POINT (-159.54459 22.22166)
13174481,Lahaina,Maui,20.958035,-156.685059,POINT (-156.685059 20.958035)
12762365,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12874154,Koolauloa,Honolulu,21.53644,-157.84152,POINT (-157.84152 21.53644)
13175798,Molokai,Maui,21.05573,-156.83963,POINT (-156.83963 21.05573)
13177042,Primary Urban Center,Honolulu,21.27747,-157.82356,POINT (-157.82356 21.27747)
12876402,East Honolulu,Honolulu,21.28613,-157.71974,POINT (-157.71974 21.28613)
13188277,Primary Urban Center,Honolulu,21.27424,-157.81923,POINT (-157.81923 21.27424)
13189165,North Kona,Hawaii,19.62581,-155.98668,POINT (-155.98668 19.62581)
12762368,Lahaina,Maui,20.93736,-156.69127,POINT (-156.69127 20.93736)
12763978,Primary Urban Center,Honolulu,21.27195,-157.82169,POINT (-157.82169 21.27195)
12876807,Primary Urban Center,Honolulu,21.27559,-157.82061,POINT (-157.82061 21.27559)
12764514,Kihei-Makena,Maui,20.71001,-156.44246,POINT (-156.44246 20.71001)
12886223,Lahaina,Maui,20.93913,-156.69215,POINT (-156.69215 20.93913)
12889324,Primary Urban Center,Honolulu,21.29885,-157.78891,POINT (-157.78891 21.29885)
12766096,North Kona,Hawaii,19.55651,-155.95976,POINT (-155.95976 19.55651)
12777020,Koolauloa,Honolulu,21.70464,-157.99619,POINT (-157.99619 21.70464)
12782620,Primary Urban Center,Honolulu,21.27834,-157.83316,POINT (-157.83316 21.27834)
12782629,Primary Urban Center,Honolulu,21.25815,-157.81862,POINT (-157.81862 21.25815)
12782630,Primary Urban Center,Honolulu,21.28467,-157.83919,POINT (-157.83919 21.28467)
12782634,Primary Urban Center,Honolulu,21.274426,-157.821991,POINT (-157.821991 21.274426)
13192513,Kihei-Makena,Maui,20.71998,-156.44528,POINT (-156.44528 20.71998)
13195176,North Shore Kauai,Kauai,22.22473,-159.4821,POINT (-159.4821 22.22473)
12889739,Ewa,Honolulu,21.33094,-158.12121,POINT (-158.12121 21.33094)
12891979,Kihei-Makena,Maui,20.71288,-156.44428,POINT (-156.44428 20.71288)
13201601,Lahaina,Maui,20.95482,-156.68547,POINT (-156.68547 20.95482)
13206176,Kihei-Makena,Maui,20.74676,-156.45636,POINT (-156.45636 20.74676)
13211398,Lahaina,Maui,20.87595,-156.67605,POINT (-156.67605 20.87595)
12782636,Primary Urban Center,Honolulu,21.28431,-157.83849,POINT (-157.83849 21.28431)
12782638,Primary Urban Center,Honolulu,21.27509,-157.82433,POINT (-157.82433 21.27509)
12782641,Primary Urban Center,Honolulu,21.28431,-157.83847,POINT (-157.83847 21.28431)
12782643,Primary Urban Center,Honolulu,21.28433,-157.83849,POINT (-157.83849 21.28433)
12782648,Primary Urban Center,Honolulu,21.28351,-157.83215,POINT (-157.83215 21.28351)
12892198,Kihei-Makena,Maui,20.71288,-156.44428,POINT (-156.44428 20.71288)
12901579,Lahaina,Maui,20.86788,-156.67441,POINT (-156.67441 20.86788)
12782654,Primary Urban Center,Honolulu,21.27508,-157.824249,POINT (-157.824249 21.27508)
12782655,Primary Urban Center,Honolulu,21.28367,-157.83231,POINT (-157.83231 21.28367)
13213997,Primary Urban Center,Honolulu,21.28159,-157.82784,POINT (-157.82784 21.28159)
13220185,Primary Urban Center,Honolulu,21.27835,-157.82049,POINT (-157.82049 21.27835)
13222816,Kihei-Makena,Maui,20.71642,-156.44315,POINT (-156.44315 20.71642)
13222911,Kihei-Makena,Maui,20.75169,-156.45865,POINT (-156.45865 20.75169)
13223739,Lihue,Kauai,22.01105,-159.33774,POINT (-159.33774 22.01105)
13225921,Kihei-Makena,Maui,20.71264,-156.44395,POINT (-156.44395 20.71264)
13234339,Lahaina,Maui,20.87348,-156.67497,POINT (-156.67497 20.87348)
13237970,Kihei-Makena,Maui,20.74676,-156.45636,POINT (-156.45636 20.74676)
13238517,Lahaina,Maui,20.87515,-156.67725,POINT (-156.67725 20.87515)
13238790,North Kona,Hawaii,19.60081,-155.95573,POINT (-155.95573 19.60081)
13239584,Kihei-Makena,Maui,20.70205,-156.42641,POINT (-156.42641 20.70205)
13248185,North Kohala,Hawaii,20.07146,-155.85132,POINT (-155.85132 20.07146)
13251747,Puna,Hawaii,19.55742,-154.97173,POINT (-154.97173 19.55742)
13261965,Kihei-Makena,Maui,20.68458,-156.43594,POINT (-156.43594 20.68458)
13264635,Koloa-Poipu,Kauai,21.87747,-159.45947,POINT (-159.45947 21.87747)
13280819,North Shore Kauai,Kauai,22.21765,-159.47147,POINT (-159.47147 22.21765)
13281922,Lahaina,Maui,20.86077,-156.66971,POINT (-156.66971 20.86077)
12782657,Primary Urban Center,Honolulu,21.28018,-157.82748,POINT (-157.82748 21.28018)
12782660,Primary Urban Center,Honolulu,21.25817,-157.81863,POINT (-157.81863 21.25817)
12783081,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783088,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783089,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783090,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
13282311,Primary Urban Center,Honolulu,21.26197,-157.81932,POINT (-157.81932 21.26197)
12903234,Koloa-Poipu,Kauai,21.94023,-159.51726,POINT (-159.51726 21.94023)
13282673,Kihei-Makena,Maui,20.68931,-156.43662,POINT (-156.43662 20.68931)
13283294,Kihei-Makena,Maui,20.705885426996915,-156.44453277180455,POINT (-156.44453277180455 20.705885426996915)
13284513,North Shore Oahu,Honolulu,21.56898,-158.1265,POINT (-158.1265 21.56898)
12783091,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783094,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12903545,Lahaina,Maui,20.93492,-156.68945,POINT (-156.68945 20.93492)
13301123,Lahaina,Maui,20.94438,-156.68982,POINT (-156.68982 20.94438)
12906000,Koolauloa,Honolulu,21.62195,-157.91737,POINT (-157.91737 21.62195)
13301765,North Shore Kauai,Kauai,22.22267,-159.46099,POINT (-159.46099 22.22267)
13316189,North Kona,Hawaii,19.59561,-155.95853,POINT (-155.95853 19.59561)
12783096,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783097,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12914254,Lahaina,Maui,20.99271,-156.66796,POINT (-156.66796 20.99271)
12783100,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783101,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783106,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
13324960,North Kona,Hawaii,19.67286,-155.98252,POINT (-155.98252 19.67286)
12914932,South Hilo,Hawaii,19.73302,-155.01318,POINT (-155.01318 19.73302)
13328547,Kihei-Makena,Maui,20.7184,-156.44407,POINT (-156.44407 20.7184)
13328702,Kihei-Makena,Maui,20.69104,-156.43726,POINT (-156.43726 20.69104)
13329215,Kihei-Makena,Maui,20.68967,-156.43533,POINT (-156.43533 20.68967)
13334121,North Shore Kauai,Kauai,22.22305,-159.47621,POINT (-159.47621 22.22305)
12783108,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783110,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12783115,Lahaina,Maui,20.9575,-156.68521,POINT (-156.68521 20.9575)
12784217,Kihei-Makena,Maui,20.72565,-156.44646,POINT (-156.44646 20.72565)
12932507,Lahaina,Maui,20.95801,-156.685,POINT (-156.685 20.95801)
13335226,North Shore Kauai,Kauai,22.21973,-159.47014,POINT (-159.47014 22.21973)
13343428,Lahaina,Maui,20.93764,-156.69173,POINT (-156.69173 20.93764)
12948098,Lahaina,Maui,20.95983,-156.68274,POINT (-156.68274 20.95983)
13345626,Kihei-Makena,Maui,20.7147,-156.44464,POINT (-156.44464 20.7147)
13348318,Primary Urban Center,Honolulu,21.27628,-157.81491,POINT (-157.81491 21.27628)
12793229,Lahaina,Maui,20.9641,-156.68192,POINT (-156.68192 20.9641)
12796338,Primary Urban Center,Honolulu,21.28576,-157.83466,POINT (-157.83466 21.28576)
12807102,North Kona,Hawaii,19.62897,-155.97565,POINT (-155.97565 19.62897)
12950793,Kihei-Makena,Maui,20.69208,-156.43618,POINT (-156.43618 20.69208)
12807216,South Kona,Hawaii,19.31386,-155.88153,POINT (-155.88153 19.31386)
12808147,Primary Urban Center,Honolulu,21.27698,-157.82381,POINT (-157.82381 21.27698)
13355538,Primary Urban Center,Honolulu,21.27299,-157.81994,POINT (-157.81994 21.27299)
13365463,South Kohala,Hawaii,19.9181,-155.88699,POINT (-155.88699 19.9181)
13369773,Kihei-Makena,Maui,20.69294,-156.42528,POINT (-156.42528 20.69294)
13370955,Lahaina,Maui,20.93941,-156.69142,POINT (-156.69142 20.93941)
12954271,Kihei-Makena,Maui,20.71743,-156.44376,POINT (-156.44376 20.71743)
13372754,Kau,Hawaii,19.14911,-155.75833,POINT (-155.75833 19.14911)
13376166,North Kona,Hawaii,19.64583,-155.97904,POINT (-155.97904 19.64583)
12809297,Primary Urban Center,Honolulu,21.27565,-157.82407,POINT (-157.82407 21.27565)
12812357,Lahaina,Maui,20.960913,-156.683731,POINT (-156.683731 20.960913)
12954835,Primary Urban Center,Honolulu,21.27494,-157.81818,POINT (-157.81818 21.27494)
12813775,Koolauloa,Honolulu,21.70075,-157.99589,POINT (-157.99589 21.70075)
12814643,Kau,Hawaii,19.14094,-155.77164,POINT (-155.77164 19.14094)
12815000,Primary Urban Center,Honolulu,21.27984,-157.82544,POINT (-157.82544 21.27984)
12815927,Kihei-Makena,Maui,20.763992,-156.457428,POINT (-156.457428 20.763992)
12827840,Koolauloa,Honolulu,21.70459,-157.99606,POINT (-157.99606 21.70459)
13393212,Koolauloa,Honolulu,21.70473,-157.99681,POINT (-157.99681 21.70473)
13393722,North Kona,Hawaii,19.57947,-155.96517,POINT (-155.96517 19.57947)
13396728,Primary Urban Center,Honolulu,21.27514,-157.82229,POINT (-157.82229 21.27514)
13399434,Koloa-Poipu,Kauai,21.88188,-159.4635,POINT (-159.4635 21.88188)
13401572,Koloa-Poipu,Kauai,21.88019,-159.46577,POINT (-159.46577 21.88019)
13414776,Primary Urban Center,Honolulu,21.28925,-157.83841,POINT (-157.83841 21.28925)
13415064,Kihei-Makena,Maui,20.71288,-156.44428,POINT (-156.44428 20.71288)
13415753,Primary Urban Center,Honolulu,21.28579,-157.83841,POINT (-157.83841 21.28579)
13418573,Primary Urban Center,Honolulu,21.28791,-157.83369,POINT (-157.83369 21.28791)
13419281,Puna,Hawaii,19.43523,-155.21599,POINT (-155.21599 19.43523)
13433282,Wailuku-Kahului,Maui,20.88554,-156.50089,POINT (-156.50089 20.88554)
13435556,Kihei-Makena,Maui,20.71316,-156.44533,POINT (-156.44533 20.71316)
13436885,Primary Urban Center,Honolulu,21.28016,-157.82748,POINT (-157.82748 21.28016)
13379694,Koolauloa,Honolulu,21.5899,-157.89143,POINT (-157.89143 21.5899)
