id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,geometry
5269,South Kohala,Hawaii,20.0274,-155.702,POINT (-155.702 20.0274)
157141,Koolauloa,Honolulu,21.58989,-157.89154,POINT (-157.89154 21.58989)
162600,Kapaa-Wailua,Kauai,22.06174,-159.32052,POINT (-159.32052 22.06174)
620423234449702127,Koolauloa,Honolulu,21.60400249670328,-157.8957908263924,POINT (-157.8957908263924 21.60400249670328)
342351,South Kona,Hawaii,19.45073,-155.87281,POINT (-155.87281 19.45073)
5387,South Kona,Hawaii,19.43081,-155.88069,POINT (-155.88069 19.43081)
347803,Lahaina,Maui,20.87319,-156.67451,POINT (-156.67451 20.87319)
350658,Kihei-Makena,Maui,20.71242,-156.44419,POINT (-156.44419 20.71242)
164132,Ewa,Honolulu,21.33491,-158.1222,POINT (-158.1222 21.33491)
5389,North Kona,Hawaii,19.56604,-155.96199,POINT (-155.96199 19.56604)
164963,North Shore Oahu,Honolulu,21.66324,-158.05261,POINT (-158.05261 21.66324)
168169,North Kona,Hawaii,19.62159,-155.98484,POINT (-155.98484 19.62159)
354577,North Kona,Hawaii,19.72466,-155.99536,POINT (-155.99536 19.72466)
363961,Paia-Haiku,Maui,20.91093,-156.21823,POINT (-156.21823 20.91093)
5930,Koloa-Poipu,Kauai,21.88139,-159.47248,POINT (-159.47248 21.88139)
365368,North Kona,Hawaii,19.69424,-155.97492,POINT (-155.97492 19.69424)
168203,North Kona,Hawaii,19.62188,-155.98454,POINT (-155.98454 19.62188)
7896,Kihei-Makena,Maui,20.75684,-156.45631,POINT (-156.45631 20.75684)
168205,Puna,Hawaii,19.43101,-155.22781,POINT (-155.22781 19.43101)
375102,Kihei-Makena,Maui,20.70975,-156.44107,POINT (-156.44107 20.70975)
375207,Lahaina,Maui,20.93473,-156.69041,POINT (-156.69041 20.93473)
8833,North Kona,Hawaii,19.60668,-155.97585,POINT (-155.97585 19.60668)
376440,Paia-Haiku,Maui,20.92211,-156.37335,POINT (-156.37335 20.92211)
177939,Paia-Haiku,Maui,20.90874,-156.37628,POINT (-156.37628 20.90874)
181989,Lahaina,Maui,20.962015,-156.683578,POINT (-156.683578 20.962015)
381247,North Kona,Hawaii,19.61995,-155.96115,POINT (-155.96115 19.61995)
13238,North Shore Kauai,Kauai,22.21789,-159.47184,POINT (-159.47184 22.21789)
385185,East Honolulu,Honolulu,21.27172,-157.70183,POINT (-157.70183 21.27172)
13523,Koolaupoko,Honolulu,21.34118,-157.70218,POINT (-157.70218 21.34118)
404459,Lahaina,Maui,20.86686,-156.67308,POINT (-156.67308 20.86686)
408489,Koolaupoko,Honolulu,21.39792,-157.72926,POINT (-157.72926 21.39792)
190090,North Kona,Hawaii,19.69682,-155.98528,POINT (-155.98528 19.69682)
190231,North Kona,Hawaii,19.69791,-155.98335,POINT (-155.98335 19.69791)
13527,North Kona,Hawaii,19.61632,-155.98305,POINT (-155.98305 19.61632)
192610,Paia-Haiku,Maui,20.92459,-156.37028,POINT (-156.37028 20.92459)
410705,Paia-Haiku,Maui,20.91031,-156.32267,POINT (-156.32267 20.91031)
416853,Primary Urban Center,Honolulu,21.28001,-157.82278,POINT (-157.82278 21.28001)
13528,Kihei-Makena,Maui,20.72413,-156.44767,POINT (-156.44767 20.72413)
195220,Lahaina,Maui,20.87538,-156.6746,POINT (-156.6746 20.87538)
13688,Puna,Hawaii,19.39402,-154.9306,POINT (-154.9306 19.39402)
195296,North Kona,Hawaii,19.66898,-155.97848,POINT (-155.97848 19.66898)
416936,Puna,Hawaii,19.4425,-154.91567,POINT (-154.91567 19.4425)
419153,Lihue,Kauai,22.04658,-159.33683,POINT (-159.33683 22.04658)
420399,Primary Urban Center,Honolulu,21.2749,-157.81938,POINT (-157.81938 21.2749)
421737,Kau,Hawaii,19.06881,-155.66895,POINT (-155.66895 19.06881)
13799,Kihei-Makena,Maui,20.75723,-156.45704,POINT (-156.45704 20.75723)
424902,Koolaupoko,Honolulu,21.41798,-157.74791,POINT (-157.74791 21.41798)
198657,Koolaupoko,Honolulu,21.41755,-157.75187,POINT (-157.75187 21.41755)
13899,Lahaina,Maui,20.94837,-156.69075,POINT (-156.69075 20.94837)
198734,Puna,Hawaii,19.40942,-154.92766,POINT (-154.92766 19.40942)
426613,Primary Urban Center,Honolulu,21.27513,-157.82463,POINT (-157.82463 21.27513)
430401,Kihei-Makena,Maui,20.72689,-156.44882,POINT (-156.44882 20.72689)
13901,Puna,Hawaii,19.52373,-154.84746,POINT (-154.84746 19.52373)
430961,Kihei-Makena,Maui,20.72446,-156.44726,POINT (-156.44726 20.72446)
200441,Kihei-Makena,Maui,20.70986,-156.43828,POINT (-156.43828 20.70986)
201618,North Kona,Hawaii,19.60885,-155.96764,POINT (-155.96764 19.60885)
13933,Puna,Hawaii,19.43437,-155.22057,POINT (-155.22057 19.43437)
202338,Puna,Hawaii,19.43678,-155.22518,POINT (-155.22518 19.43678)
434008,North Kona,Hawaii,19.63668,-155.99033,POINT (-155.99033 19.63668)
14512,North Shore Kauai,Kauai,22.22291,-159.49495,POINT (-159.49495 22.22291)
204711,South Kona,Hawaii,19.47032,-155.91851,POINT (-155.91851 19.47032)
14513,North Shore Kauai,Kauai,22.22291,-159.49495,POINT (-159.49495 22.22291)
205599,North Kohala,Hawaii,20.243,-155.83676,POINT (-155.83676 20.243)
205622,North Kohala,Hawaii,20.24319,-155.83665,POINT (-155.83665 20.24319)
438923,Koolauloa,Honolulu,21.69981,-157.99452,POINT (-157.99452 21.69981)
15648,South Kona,Hawaii,19.45962,-155.88118,POINT (-155.88118 19.45962)
440924,Koloa-Poipu,Kauai,21.87428,-159.44711,POINT (-159.44711 21.87428)
444403,North Kona,Hawaii,19.57313,-155.96732,POINT (-155.96732 19.57313)
205804,South Kona,Hawaii,19.46068,-155.88294,POINT (-155.88294 19.46068)
210058,Puna,Hawaii,19.40969,-154.92253,POINT (-154.92253 19.40969)
15757,Lahaina,Maui,20.95426,-156.68576,POINT (-156.68576 20.95426)
210968,North Shore Oahu,Honolulu,21.67876,-158.03348,POINT (-158.03348 21.67876)
216766,Lahaina,Maui,20.87393,-156.67642,POINT (-156.67642 20.87393)
452084,Koloa-Poipu,Kauai,21.8707,-159.44489,POINT (-159.44489 21.8707)
453187,Kihei-Makena,Maui,20.79302,-156.51066,POINT (-156.51066 20.79302)
218378,Lahaina,Maui,20.9593,-156.68347,POINT (-156.68347 20.9593)
16914,Lahaina,Maui,20.95466,-156.68523,POINT (-156.68523 20.95466)
222203,South Kona,Hawaii,19.48133,-155.90622,POINT (-155.90622 19.48133)
223390,North Shore Oahu,Honolulu,21.67105,-158.03877,POINT (-158.03877 21.67105)
227594,North Shore Oahu,Honolulu,21.58052,-158.10854,POINT (-158.10854 21.58052)
455848,North Kona,Hawaii,19.63784,-155.9852,POINT (-155.9852 19.63784)
455874,North Kona,Hawaii,19.63795,-155.98573,POINT (-155.98573 19.63795)
455893,North Kona,Hawaii,19.63597,-155.98544,POINT (-155.98544 19.63597)
227803,North Kona,Hawaii,19.62909,-155.98869,POINT (-155.98869 19.62909)
18465,Primary Urban Center,Honolulu,21.27358,-157.82087,POINT (-157.82087 21.27358)
229954,Koolauloa,Honolulu,21.60655,-157.90686,POINT (-157.90686 21.60655)
230529,Puna,Hawaii,19.42585,-155.22217,POINT (-155.22217 19.42585)
461418,South Hilo,Hawaii,19.72148,-155.08541,POINT (-155.08541 19.72148)
18466,Primary Urban Center,Honolulu,21.27437,-157.82043,POINT (-157.82043 21.27437)
238177,Puna,Hawaii,19.42913,-155.22665,POINT (-155.22665 19.42913)
19416,North Kona,Hawaii,19.57365,-155.96716,POINT (-155.96716 19.57365)
238797,Waimea-Kekaha,Kauai,21.96242,-159.70113,POINT (-159.70113 21.96242)
461449,South Kona,Hawaii,19.30405,-155.87006,POINT (-155.87006 19.30405)
20562,Primary Urban Center,Honolulu,21.27918,-157.82846,POINT (-157.82846 21.27918)
465622,Lahaina,Maui,20.87429,-156.6751,POINT (-156.6751 20.87429)
479121,Puna,Hawaii,19.40031,-154.92043,POINT (-154.92043 19.40031)
239370,Primary Urban Center,Honolulu,21.27601,-157.82068,POINT (-157.82068 21.27601)
23639,North Shore Oahu,Honolulu,21.64094,-158.06281,POINT (-158.06281 21.64094)
245410,South Hilo,Hawaii,19.7742,-155.09532,POINT (-155.09532 19.7742)
245691,North Kona,Hawaii,19.67971,-155.97698,POINT (-155.97698 19.67971)
484879,North Shore Oahu,Honolulu,21.68111,-158.03306,POINT (-158.03306 21.68111)
485229,Koolaupoko,Honolulu,21.3976,-157.73564,POINT (-157.73564 21.3976)
485244,Koolaupoko,Honolulu,21.39929,-157.73733,POINT (-157.73733 21.39929)
23814,Puna,Hawaii,19.55471,-154.96063,POINT (-154.96063 19.55471)
485291,Puna,Hawaii,19.39947,-154.91986,POINT (-154.91986 19.39947)
248735,North Shore Kauai,Kauai,22.22793,-159.48309,POINT (-159.48309 22.22793)
251343,Puna,Hawaii,19.42946,-155.21995,POINT (-155.21995 19.42946)
24119,Puna,Hawaii,19.5599,-154.96674,POINT (-154.96674 19.5599)
253427,Molokai,Maui,21.19013,-157.24693,POINT (-157.24693 21.19013)
24161,Lahaina,Maui,20.95979,-156.68469,POINT (-156.68469 20.95979)
256422,North Shore Oahu,Honolulu,21.68122,-158.03032,POINT (-158.03032 21.68122)
257196,North Kona,Hawaii,19.68113,-155.97913,POINT (-155.97913 19.68113)
496129,Puna,Hawaii,19.464,-154.84885,POINT (-154.84885 19.464)
497782,Primary Urban Center,Honolulu,21.28041,-157.82452,POINT (-157.82452 21.28041)
24500,Kihei-Makena,Maui,20.71946,-156.44667,POINT (-156.44667 20.71946)
498012,Puna,Hawaii,19.40031,-154.92043,POINT (-154.92043 19.40031)
499013,Puna,Hawaii,19.46263,-154.84945,POINT (-154.84945 19.46263)
258691,South Hilo,Hawaii,19.72132,-155.09764,POINT (-155.09764 19.72132)
262648,North Shore Kauai,Kauai,22.218618,-159.470871,POINT (-159.470871 22.218618)
512183,Primary Urban Center,Honolulu,21.28591,-157.81139,POINT (-157.81139 21.28591)
517327,Kapaa-Wailua,Kauai,22.04845,-159.33859,POINT (-159.33859 22.04845)
30236,Kihei-Makena,Maui,20.71851,-156.4455,POINT (-156.4455 20.71851)
519698,Puna,Hawaii,19.46488,-154.84964,POINT (-154.84964 19.46488)
519759,Puna,Hawaii,19.46447,-154.84883,POINT (-154.84883 19.46447)
519789,Puna,Hawaii,19.46266,-154.85048,POINT (-154.85048 19.46266)
521895,Primary Urban Center,Honolulu,21.28146,-157.82811,POINT (-157.82811 21.28146)
263442,East Honolulu,Honolulu,21.3096,-157.70817,POINT (-157.70817 21.3096)
266804,Wailuku-Kahului,Maui,20.88678,-156.50198,POINT (-156.50198 20.88678)
268423,Kihei-Makena,Maui,20.76291,-156.45734,POINT (-156.45734 20.76291)
35084,Puna,Hawaii,19.59802,-154.93892,POINT (-154.93892 19.59802)
270799,Kihei-Makena,Maui,20.79701,-156.50654,POINT (-156.50654 20.79701)
274808,Lahaina,Maui,20.87357,-156.67622,POINT (-156.67622 20.87357)
274810,Kau,Hawaii,19.2012,-155.47613,POINT (-155.47613 19.2012)
274864,Kau,Hawaii,19.19919,-155.47688,POINT (-155.47688 19.19919)
278204,Paia-Haiku,Maui,20.92887,-156.31764,POINT (-156.31764 20.92887)
522085,Lihue,Kauai,22.04721,-159.33857,POINT (-159.33857 22.04721)
523562,Paia-Haiku,Maui,20.93272,-156.35846,POINT (-156.35846 20.93272)
524333,Lihue,Kauai,22.04676,-159.33845,POINT (-159.33845 22.04676)
529497,Kapaa-Wailua,Kauai,22.06048,-159.31998,POINT (-159.31998 22.06048)
36789,South Kona,Hawaii,19.48092,-155.90648,POINT (-155.90648 19.48092)
36877,South Kona,Hawaii,19.31731,-155.87709,POINT (-155.87709 19.31731)
529551,Koloa-Poipu,Kauai,21.8741,-159.4514,POINT (-159.4514 21.8741)
531301,Koloa-Poipu,Kauai,21.88271,-159.47626,POINT (-159.47626 21.88271)
283017,South Kona,Hawaii,19.46972,-155.92125,POINT (-155.92125 19.46972)
283375,North Kona,Hawaii,19.70686,-155.98646,POINT (-155.98646 19.70686)
285009,Kihei-Makena,Maui,20.71993,-156.44559,POINT (-156.44559 20.71993)
286807,Makawao-Pukalani-Kula,Maui,20.7189,-156.3393,POINT (-156.3393 20.7189)
289022,Kau,Hawaii,19.20336,-155.47826,POINT (-155.47826 19.20336)
289023,Kau,Hawaii,19.20342,-155.47802,POINT (-155.47802 19.20342)
293054,North Kona,Hawaii,19.57416,-155.96671,POINT (-155.96671 19.57416)
531664,South Kona,Hawaii,19.48996,-155.91182,POINT (-155.91182 19.48996)
533471,Kapaa-Wailua,Kauai,22.04871,-159.3367,POINT (-159.3367 22.04871)
533482,Lihue,Kauai,22.0472,-159.33651,POINT (-159.33651 22.0472)
37099,Primary Urban Center,Honolulu,21.27151,-157.82316,POINT (-157.82316 21.27151)
535213,Lahaina,Maui,20.97461,-156.6783,POINT (-156.6783 20.97461)
538839,Kihei-Makena,Maui,20.7153,-156.44511,POINT (-156.44511 20.7153)
38634,Primary Urban Center,Honolulu,21.28334,-157.8379,POINT (-157.8379 21.28334)
297648,Puna,Hawaii,19.6014,-154.94524,POINT (-154.94524 19.6014)
38944,North Shore Oahu,Honolulu,21.67348,-158.04001,POINT (-158.04001 21.67348)
299547,Puna,Hawaii,19.60131,-154.94504,POINT (-154.94504 19.60131)
543600,Koloa-Poipu,Kauai,21.87462,-159.44286,POINT (-159.44286 21.87462)
39898,South Kona,Hawaii,19.46088,-155.88159,POINT (-155.88159 19.46088)
543962,Puna,Hawaii,19.39402,-154.9306,POINT (-154.9306 19.39402)
547635,Puna,Hawaii,19.43278,-155.22601,POINT (-155.22601 19.43278)
300353,Paia-Haiku,Maui,20.87159,-156.31358,POINT (-156.31358 20.87159)
300379,Primary Urban Center,Honolulu,21.30145,-157.84413,POINT (-157.84413 21.30145)
40298,Paia-Haiku,Maui,20.91152,-156.22534,POINT (-156.22534 20.91152)
304658,Kihei-Makena,Maui,20.76404,-156.45781,POINT (-156.45781 20.76404)
307004,Koolaupoko,Honolulu,21.39784,-157.73064,POINT (-157.73064 21.39784)
40803,Kihei-Makena,Maui,20.75915,-156.45723,POINT (-156.45723 20.75915)
312200,Puna,Hawaii,19.58041,-155.00754,POINT (-155.00754 19.58041)
548097,Lahaina,Maui,20.91784,-156.69629,POINT (-156.69629 20.91784)
551138,Primary Urban Center,Honolulu,21.27459,-157.81327,POINT (-157.81327 21.27459)
317750,Koloa-Poipu,Kauai,21.87964,-159.47127,POINT (-159.47127 21.87964)
46473,Kihei-Makena,Maui,20.72957,-156.45151,POINT (-156.45151 20.72957)
554205,North Kona,Hawaii,19.71901,-155.98533,POINT (-155.98533 19.71901)
46477,Kihei-Makena,Maui,20.73025,-156.45171,POINT (-156.45171 20.73025)
555648,North Kona,Hawaii,19.62789,-155.98792,POINT (-155.98792 19.62789)
53590,South Kohala,Hawaii,20.02935,-155.7007,POINT (-155.7007 20.02935)
555708,Koolauloa,Honolulu,21.70148,-157.99191,POINT (-157.99191 21.70148)
318028,South Kohala,Hawaii,20.0232,-155.69819,POINT (-155.69819 20.0232)
54047,Kihei-Makena,Maui,20.70288,-156.44411,POINT (-156.44411 20.70288)
320684,South Kona,Hawaii,19.48832,-155.91014,POINT (-155.91014 19.48832)
323819,Puna,Hawaii,19.60004,-154.94348,POINT (-154.94348 19.60004)
557699,Koloa-Poipu,Kauai,21.88101,-159.46836,POINT (-159.46836 21.88101)
557880,Kihei-Makena,Maui,20.69944,-156.4397,POINT (-156.4397 20.69944)
55000,Waianae,Honolulu,21.48099,-158.20431,POINT (-158.20431 21.48099)
565485,North Hilo,Hawaii,19.96568,-155.21901,POINT (-155.21901 19.96568)
570918,Paia-Haiku,Maui,20.92148,-156.37268,POINT (-156.37268 20.92148)
578041,Wailuku-Kahului,Maui,20.88683,-156.50165,POINT (-156.50165 20.88683)
324798,Waimea-Kekaha,Kauai,21.95525,-159.66977,POINT (-159.66977 21.95525)
325502,Lahaina,Maui,20.8751,-156.67447,POINT (-156.67447 20.8751)
55990,Puna,Hawaii,19.42698,-155.2339,POINT (-155.2339 19.42698)
330691,South Kona,Hawaii,19.47682,-155.89774,POINT (-155.89774 19.47682)
333624,North Kona,Hawaii,19.71875,-155.99356,POINT (-155.99356 19.71875)
578348,Puna,Hawaii,19.49681,-154.9061,POINT (-154.9061 19.49681)
56024,North Shore Kauai,Kauai,22.20176,-159.50201,POINT (-159.50201 22.20176)
578790,Kihei-Makena,Maui,20.71646,-156.44409,POINT (-156.44409 20.71646)
57640,Puna,Hawaii,19.4275,-155.2336,POINT (-155.2336 19.4275)
342139,South Hilo,Hawaii,19.71669,-155.09771,POINT (-155.09771 19.71669)
57642,Puna,Hawaii,19.42711,-155.23421,POINT (-155.23421 19.42711)
342153,South Hilo,Hawaii,19.71744,-155.09592,POINT (-155.09592 19.71744)
342158,South Hilo,Hawaii,19.71866,-155.09611,POINT (-155.09611 19.71866)
582964,Wailuku-Kahului,Maui,20.88502,-156.50166,POINT (-156.50166 20.88502)
59674,Koloa-Poipu,Kauai,21.88161,-159.47105,POINT (-159.47105 21.88161)
583044,South Kohala,Hawaii,20.020473,-155.743607,POINT (-155.743607 20.020473)
342159,South Hilo,Hawaii,19.719,-155.09657,POINT (-155.09657 19.719)
66800,Koloa-Poipu,Kauai,21.87996,-159.47121,POINT (-159.47121 21.87996)
583095,Ewa,Honolulu,21.33646,-158.12241,POINT (-158.12241 21.33646)
583302,North Shore Oahu,Honolulu,21.66803,-158.04258,POINT (-158.04258 21.66803)
583315,North Shore Oahu,Honolulu,21.66968,-158.04463,POINT (-158.04463 21.66968)
804433,North Shore Kauai,Kauai,22.22632,-159.48595,POINT (-159.48595 22.22632)
808786,Koolaupoko,Honolulu,21.39559,-157.73244,POINT (-157.73244 21.39559)
810826,North Shore Oahu,Honolulu,21.68072,-158.03298,POINT (-158.03298 21.68072)
66919,North Shore Oahu,Honolulu,21.63904,-158.06449,POINT (-158.06449 21.63904)
823773,North Kona,Hawaii,19.60673,-155.97587,POINT (-155.97587 19.60673)
585499,Kihei-Makena,Maui,20.71643,-156.4441,POINT (-156.4441 20.71643)
587542,Wailuku-Kahului,Maui,20.88683,-156.50181,POINT (-156.50181 20.88683)
67431,Puna,Hawaii,19.3934,-154.93459,POINT (-154.93459 19.3934)
591051,North Kona,Hawaii,19.57169,-155.96746,POINT (-155.96746 19.57169)
591106,North Shore Kauai,Kauai,22.2204,-159.47677,POINT (-159.47677 22.2204)
591538,Wailuku-Kahului,Maui,20.88593,-156.50177,POINT (-156.50177 20.88593)
596595,Primary Urban Center,Honolulu,21.27603,-157.81273,POINT (-157.81273 21.27603)
598062,Lahaina,Maui,20.96266,-156.68389,POINT (-156.68389 20.96266)
828703,North Kona,Hawaii,19.5994,-155.95113,POINT (-155.95113 19.5994)
836884,North Shore Kauai,Kauai,22.22312,-159.48421,POINT (-159.48421 22.22312)
68045,Koolauloa,Honolulu,21.70082,-157.99377,POINT (-157.99377 21.70082)
841416,Koolauloa,Honolulu,21.64881,-157.91613,POINT (-157.91613 21.64881)
846717,South Kona,Hawaii,19.46786,-155.90774,POINT (-155.90774 19.46786)
600944,Kihei-Makena,Maui,20.76509,-156.45675,POINT (-156.45675 20.76509)
855921,Kapaa-Wailua,Kauai,22.05208,-159.32837,POINT (-159.32837 22.05208)
69794,North Kona,Hawaii,19.72523,-155.98709,POINT (-155.98709 19.72523)
860378,Hana,Maui,20.76293,-155.99696,POINT (-155.99696 20.76293)
606715,South Hilo,Hawaii,19.72383,-155.09109,POINT (-155.09109 19.72383)
71385,North Shore Kauai,Kauai,22.21886,-159.47578,POINT (-159.47578 22.21886)
861768,Kihei-Makena,Maui,20.72482,-156.44585,POINT (-156.44585 20.72482)
74862,Kihei-Makena,Maui,20.72916,-156.45055,POINT (-156.45055 20.72916)
861878,Koolauloa,Honolulu,21.64793,-157.91568,POINT (-157.91568 21.64793)
609723,Koolaupoko,Honolulu,21.3817,-157.73075,POINT (-157.73075 21.3817)
76320,North Shore Oahu,Honolulu,21.68001,-158.03499,POINT (-158.03499 21.68001)
622562,Lahaina,Maui,20.97245,-156.6772,POINT (-156.6772 20.97245)
863978,Puna,Hawaii,19.40008,-154.9303,POINT (-154.9303 19.40008)
79790,Puna,Hawaii,19.40557,-154.92174,POINT (-154.92174 19.40557)
864241,North Kona,Hawaii,19.59192,-155.95631,POINT (-155.95631 19.59192)
866802,Kihei-Makena,Maui,20.75848,-156.45914,POINT (-156.45914 20.75848)
626156,Koolaupoko,Honolulu,21.39627,-157.72998,POINT (-157.72998 21.39627)
629945,South Kona,Hawaii,19.47298,-155.89854,POINT (-155.89854 19.47298)
81566,North Shore Oahu,Honolulu,21.589247,-158.111008,POINT (-158.111008 21.589247)
631767,Paia-Haiku,Maui,20.89781,-156.3038,POINT (-156.3038 20.89781)
631771,Koolaupoko,Honolulu,21.39869,-157.74429,POINT (-157.74429 21.39869)
867486,Koolauloa,Honolulu,21.63959,-157.91849,POINT (-157.91849 21.63959)
631783,Paia-Haiku,Maui,20.89582,-156.30391,POINT (-156.30391 20.89582)
81582,Puna,Hawaii,19.43428,-155.21609,POINT (-155.21609 19.43428)
633285,Puna,Hawaii,19.35083,-154.98879,POINT (-154.98879 19.35083)
867626,Puna,Hawaii,19.39903,-154.92766,POINT (-154.92766 19.39903)
83221,Puna,Hawaii,19.53979,-155.00207,POINT (-155.00207 19.53979)
867745,Lahaina,Maui,20.93473,-156.69071,POINT (-156.69071 20.93473)
633307,Puna,Hawaii,19.35018,-154.9885,POINT (-154.9885 19.35018)
633314,Primary Urban Center,Honolulu,21.28015,-157.82753,POINT (-157.82753 21.28015)
869077,Paia-Haiku,Maui,20.89773,-156.30959,POINT (-156.30959 20.89773)
638917,North Kona,Hawaii,19.6031,-155.96327,POINT (-155.96327 19.6031)
84405,Lahaina,Maui,20.99596,-156.66574,POINT (-156.66574 20.99596)
869156,Puna,Hawaii,19.42708,-155.23433,POINT (-155.23433 19.42708)
85701,Lahaina,Maui,20.9515,-156.68933,POINT (-156.68933 20.9515)
869790,Koolaupoko,Honolulu,21.38373,-157.72205,POINT (-157.72205 21.38373)
873586,South Kohala,Hawaii,19.92718,-155.79561,POINT (-155.79561 19.92718)
873736,Primary Urban Center,Honolulu,21.281513,-157.82576,POINT (-157.82576 21.281513)
639265,North Kona,Hawaii,19.59998,-155.95679,POINT (-155.95679 19.59998)
640575,Kau,Hawaii,19.06118,-155.61361,POINT (-155.61361 19.06118)
640576,Kau,Hawaii,19.05938,-155.61365,POINT (-155.61365 19.05938)
640577,Kau,Hawaii,19.05952,-155.61369,POINT (-155.61369 19.05952)
87596,South Hilo,Hawaii,19.81485,-155.10288,POINT (-155.10288 19.81485)
640765,North Kona,Hawaii,19.6899,-155.98021,POINT (-155.98021 19.6899)
873804,North Kona,Hawaii,19.5731,-155.96598,POINT (-155.96598 19.5731)
875693,Koolaupoko,Honolulu,21.38422,-157.7123,POINT (-157.7123 21.38422)
87671,North Shore Oahu,Honolulu,21.64557,-158.06189,POINT (-158.06189 21.64557)
877602,South Kona,Hawaii,19.44978,-155.87384,POINT (-155.87384 19.44978)
640854,North Kona,Hawaii,19.6018,-155.95375,POINT (-155.95375 19.6018)
102918,Lahaina,Maui,20.93804,-156.69193,POINT (-156.69193 20.93804)
647521,North Kona,Hawaii,19.64502,-155.98146,POINT (-155.98146 19.64502)
648073,North Kona,Hawaii,19.67834,-155.9671,POINT (-155.9671 19.67834)
880504,Lahaina,Maui,20.95321,-156.68702,POINT (-156.68702 20.95321)
104447,Primary Urban Center,Honolulu,21.29021,-157.83665,POINT (-157.83665 21.29021)
104452,Primary Urban Center,Honolulu,21.279676,-157.823944,POINT (-157.823944 21.279676)
883446,South Hilo,Hawaii,19.71164,-155.09449,POINT (-155.09449 19.71164)
648353,Paia-Haiku,Maui,20.87055,-156.3101,POINT (-156.3101 20.87055)
112698,Puna,Hawaii,19.40633,-154.92364,POINT (-154.92364 19.40633)
648355,Makawao-Pukalani-Kula,Maui,20.77035,-156.32116,POINT (-156.32116 20.77035)
883700,North Kona,Hawaii,19.71072,-155.95637,POINT (-155.95637 19.71072)
884001,Kapaa-Wailua,Kauai,22.05782,-159.3266,POINT (-159.3266 22.05782)
118560,South Kona,Hawaii,19.4975,-155.92074,POINT (-155.92074 19.4975)
652716,Paia-Haiku,Maui,20.87003,-156.31352,POINT (-156.31352 20.87003)
659331,Puna,Hawaii,19.50881,-154.90176,POINT (-154.90176 19.50881)
888191,Kihei-Makena,Maui,20.69879,-156.44323,POINT (-156.44323 20.69879)
125968,South Kohala,Hawaii,20.02678,-155.67889,POINT (-155.67889 20.02678)
889489,North Shore Kauai,Kauai,22.20669,-159.42338,POINT (-159.42338 22.20669)
660578,South Kona,Hawaii,19.36407,-155.87264,POINT (-155.87264 19.36407)
138781,Primary Urban Center,Honolulu,21.30181,-157.84443,POINT (-157.84443 21.30181)
660579,South Kona,Hawaii,19.36224,-155.87442,POINT (-155.87442 19.36224)
890857,Primary Urban Center,Honolulu,21.28385,-157.83923,POINT (-157.83923 21.28385)
152046,Primary Urban Center,Honolulu,21.27296,-157.82239,POINT (-157.82239 21.27296)
892718,Paia-Haiku,Maui,20.93018,-156.31643,POINT (-156.31643 20.93018)
663737,Kihei-Makena,Maui,20.76327,-156.45839,POINT (-156.45839 20.76327)
152645,North Shore Kauai,Kauai,22.22042,-159.47754,POINT (-159.47754 22.22042)
663763,Kihei-Makena,Maui,20.76327,-156.45839,POINT (-156.45839 20.76327)
663786,Kihei-Makena,Maui,20.76327,-156.45839,POINT (-156.45839 20.76327)
896664,North Kona,Hawaii,19.59596,-155.97186,POINT (-155.97186 19.59596)
153304,North Shore Kauai,Kauai,22.22266,-159.47804,POINT (-159.47804 22.22266)
904008,Paia-Haiku,Maui,20.90811,-156.3758,POINT (-156.3758 20.90811)
904468,South Kohala,Hawaii,19.91904,-155.88802,POINT (-155.88802 19.91904)
667728,Koloa-Poipu,Kauai,21.87604,-159.44521,POINT (-159.44521 21.87604)
669834,Primary Urban Center,Honolulu,21.28632,-157.83147,POINT (-157.83147 21.28632)
153397,North Shore Kauai,Kauai,22.22097,-159.47804,POINT (-159.47804 22.22097)
671346,Koolauloa,Honolulu,21.63892,-157.91992,POINT (-157.91992 21.63892)
905460,Paia-Haiku,Maui,20.90818,-156.37644,POINT (-156.37644 20.90818)
155360,Paia-Haiku,Maui,20.91635,-156.37786,POINT (-156.37786 20.91635)
908283,North Kona,Hawaii,19.71231,-155.95732,POINT (-155.95732 19.71231)
673187,Ewa,Honolulu,21.34534,-158.08374,POINT (-158.08374 21.34534)
673201,Ewa,Honolulu,21.3475,-158.08504,POINT (-158.08504 21.3475)
1022200,North Kona,Hawaii,19.56895,-155.96287,POINT (-155.96287 19.56895)
673202,Puna,Hawaii,19.48196,-154.94441,POINT (-154.94441 19.48196)
673327,Koolauloa,Honolulu,21.6405,-157.91917,POINT (-157.91917 21.6405)
674312,Kihei-Makena,Maui,20.71014,-156.43664,POINT (-156.43664 20.71014)
917413,North Shore Kauai,Kauai,22.19396,-159.33439,POINT (-159.33439 22.19396)
1027418,Kapaa-Wailua,Kauai,22.05517,-159.32523,POINT (-159.32523 22.05517)
918451,North Shore Kauai,Kauai,22.20158,-159.50326,POINT (-159.50326 22.20158)
674514,Kihei-Makena,Maui,20.70827,-156.43832,POINT (-156.43832 20.70827)
675016,South Hilo,Hawaii,19.72254,-155.08929,POINT (-155.08929 19.72254)
1030150,South Hilo,Hawaii,19.6892,-155.07254,POINT (-155.07254 19.6892)
