id,neighbourhood_cleansed,latitude,longitude
20481735.00,Lahaina,20.99,-156.66
20483004.00,Lahaina,20.95,-156.69
20499824.00,Primary Urban Center,21.26,-157.79
20196816.00,North Kona,19.69,-155.97
20503540.00,Koloa-Poipu,21.88,-159.47
20082458.00,Lahaina,20.97,-156.68
20082468.00,Lahaina,20.97,-156.68
20084242.00,Lahaina,20.96,-156.68
20211398.00,North Kona,19.68,-155.98
20213633.00,North Shore Kauai,22.22,-159.48
20214364.00,Paia-Haiku,20.92,-156.38
20503770.00,Lahaina,21.00,-156.66
20504399.00,Waianae,21.40,-158.16
20506559.00,North Kona,19.64,-155.98
20219232.00,North Shore Oahu,21.65,-158.06
20521424.00,Lahaina,20.98,-156.67
20527862.00,Lahaina,20.97,-156.68
20528461.00,Koolaupoko,21.41,-157.74
20092267.00,Koolauloa,21.70,-157.99
20093438.00,Puna,19.61,-154.95
20095105.00,Lahaina,20.88,-156.68
20219646.00,Lahaina,20.97,-156.68
20573387.00,North Kona,19.62,-155.94
20589984.00,South Kohala,19.95,-155.85
20528825.00,Koolaupoko,21.39,-157.72
20536932.00,South Kona,19.31,-155.88
20536944.00,North Kona,19.64,-155.97
20227413.00,North Shore Kauai,22.22,-159.55
20536953.00,Puna,19.45,-155.17
20536956.00,Kihei-Makena,20.77,-156.46
20537056.00,North Kona,19.62,-155.96
20590302.00,Makawao-Pukalani-Kula,20.84,-156.29
20230105.00,Lahaina,20.95,-156.69
20590824.00,Makawao-Pukalani-Kula,20.84,-156.29
20591207.00,Primary Urban Center,21.33,-157.86
20537131.00,North Kona,19.63,-155.99
20537156.00,Kihei-Makena,20.76,-156.46
20537173.00,Puna,19.61,-154.95
20539357.00,Primary Urban Center,21.29,-157.83
20542485.00,Lahaina,20.98,-156.67
20542767.00,Primary Urban Center,21.28,-157.82
20543265.00,Lahaina,20.88,-156.68
20233034.00,Primary Urban Center,21.33,-157.80
20544103.00,Lahaina,20.95,-156.69
20591702.00,Makawao-Pukalani-Kula,20.84,-156.29
20603393.00,Lahaina,20.95,-156.69
20233300.00,South Kohala,19.91,-155.88
20234573.00,Lahaina,20.99,-156.67
20603398.00,Lahaina,20.87,-156.67
20603438.00,Lahaina,20.89,-156.68
20603439.00,Lahaina,20.92,-156.70
20603440.00,Lahaina,20.89,-156.68
20604765.00,North Kona,19.64,-155.99
20605028.00,Lahaina,20.95,-156.69
20555652.00,North Kona,19.66,-155.98
20557439.00,North Kohala,20.25,-155.83
20557566.00,Puna,19.45,-155.19
20562156.00,Primary Urban Center,21.27,-157.82
20563169.00,Primary Urban Center,21.28,-157.83
20568605.00,Kapaa-Wailua,22.07,-159.32
20570836.00,North Kona,19.62,-155.99
20238774.00,Primary Urban Center,21.28,-157.83
20571164.00,Makawao-Pukalani-Kula,20.84,-156.29
20652898.00,Kihei-Makena,20.75,-156.46
20605975.00,Primary Urban Center,21.29,-157.83
20606080.00,North Shore Kauai,22.22,-159.48
20607938.00,Kihei-Makena,20.80,-156.51
20244819.00,Kapaa-Wailua,22.06,-159.33
20608055.00,Kihei-Makena,20.80,-156.51
20652899.00,Kihei-Makena,20.75,-156.46
20652900.00,Kihei-Makena,20.75,-156.46
20652902.00,Kihei-Makena,20.73,-156.45
20652905.00,Kihei-Makena,20.72,-156.45
20652913.00,Kihei-Makena,20.72,-156.45
20652920.00,Kihei-Makena,20.73,-156.45
20652927.00,Kihei-Makena,20.72,-156.45
20245225.00,Ewa,21.33,-158.12
20608143.00,Primary Urban Center,21.28,-157.82
20609512.00,North Kona,19.66,-155.98
20609816.00,North Kona,19.66,-155.98
20247659.00,Kihei-Makena,20.77,-156.46
20610126.00,Lahaina,20.95,-156.69
20616007.00,Kihei-Makena,20.73,-156.45
20652930.00,Kihei-Makena,20.72,-156.44
20652931.00,Kihei-Makena,20.73,-156.45
20253910.00,Kau,19.07,-155.76
20619241.00,North Kona,19.61,-155.98
20620650.00,South Hilo,19.73,-155.09
20255580.00,North Kona,19.59,-155.97
20257799.00,Ewa,21.34,-158.12
20622677.00,North Kona,19.81,-155.99
20623095.00,Kau,19.01,-155.67
20652932.00,Kihei-Makena,20.72,-156.45
20652935.00,Kihei-Makena,20.72,-156.45
20652938.00,Kihei-Makena,20.72,-156.44
20652941.00,Kihei-Makena,20.71,-156.45
20265291.00,Lahaina,20.96,-156.69
20652945.00,Kihei-Makena,20.73,-156.45
20652946.00,Kihei-Makena,20.73,-156.45
20652948.00,Kihei-Makena,20.72,-156.45
20652949.00,Kihei-Makena,20.76,-156.46
20623474.00,Lahaina,20.95,-156.69
20623476.00,Lahaina,20.89,-156.68
20624428.00,Lihue,21.96,-159.35
20268351.00,Kihei-Makena,20.70,-156.43
20624668.00,Koloa-Poipu,21.88,-159.46
20652951.00,Kihei-Makena,20.76,-156.46
20652960.00,Kihei-Makena,20.72,-156.45
20652961.00,Kihei-Makena,20.70,-156.44
20272469.00,Primary Urban Center,21.28,-157.82
20653512.00,Lahaina,20.92,-156.69
20631360.00,North Shore Kauai,22.22,-159.48
20273051.00,Ewa,21.35,-158.13
20631776.00,Primary Urban Center,21.29,-157.83
20653940.00,Koloa-Poipu,21.88,-159.47
20279785.00,Kihei-Makena,20.76,-156.46
20662789.00,North Kona,19.64,-155.99
20665560.00,North Kohala,20.25,-155.80
20665602.00,Kihei-Makena,20.72,-156.45
20633646.00,Kapaa-Wailua,22.06,-159.32
20634082.00,North Kona,19.71,-155.98
20282556.00,Puna,19.35,-154.99
20678055.00,Kihei-Makena,20.70,-156.44
20286841.00,Primary Urban Center,21.28,-157.82
20692139.00,South Kona,19.31,-155.88
20634493.00,Lihue,21.96,-159.36
20636069.00,North Kona,19.59,-155.97
20638173.00,Lahaina,20.95,-156.69
20295849.00,Lahaina,20.95,-156.69
20301422.00,North Shore Oahu,21.65,-158.05
20639538.00,South Kohala,19.95,-155.85
20694199.00,Kihei-Makena,20.72,-156.45
20304189.00,Lahaina,20.99,-156.67
20695004.00,Hana,20.80,-156.05
20695646.00,Waianae,21.46,-158.21
20696053.00,Primary Urban Center,21.28,-157.82
20696790.00,Koolaupoko,21.34,-157.70
20639944.00,Kihei-Makena,20.70,-156.44
20641744.00,Hana,20.79,-156.03
20641770.00,Lahaina,20.94,-156.69
20307279.00,South Kohala,19.97,-155.85
20643918.00,North Kona,19.64,-155.99
20697158.00,Hamakua,20.06,-155.49
20697327.00,Primary Urban Center,21.29,-157.83
20307716.00,Lahaina,20.91,-156.69
20698654.00,Koloa-Poipu,21.88,-159.46
20698997.00,Primary Urban Center,21.29,-157.83
20699892.00,Kihei-Makena,20.76,-156.46
20648700.00,North Kona,19.64,-155.98
20308589.00,North Kona,19.62,-155.96
20649177.00,Lahaina,20.87,-156.68
20707233.00,Kihei-Makena,20.72,-156.45
20309693.00,Primary Urban Center,21.29,-157.84
20314396.00,North Kona,19.61,-155.97
20708393.00,North Shore Kauai,22.22,-159.47
20709041.00,Kapaa-Wailua,22.06,-159.32
20711452.00,Waianae,21.48,-158.20
20712035.00,Kapaa-Wailua,22.06,-159.33
20650840.00,Primary Urban Center,21.27,-157.82
20652430.00,Lihue,21.96,-159.35
20652822.00,Kihei-Makena,20.72,-156.45
20652825.00,Kihei-Makena,20.75,-156.46
20319572.00,Lahaina,20.95,-156.69
20325418.00,Primary Urban Center,21.27,-157.82
20327877.00,North Shore Kauai,22.23,-159.47
20718291.00,Lihue,22.04,-159.34
20723115.00,South Hilo,19.87,-155.11
20728628.00,North Shore Kauai,22.22,-159.49
20730860.00,Lahaina,21.00,-156.66
20730861.00,Lahaina,21.00,-156.66
20730862.00,Lahaina,21.00,-156.66
20730863.00,Lahaina,21.00,-156.66
20730866.00,Lahaina,21.00,-156.66
20730867.00,Lahaina,21.00,-156.66
20730868.00,Lahaina,21.00,-156.66
20730869.00,Lahaina,21.00,-156.66
20730870.00,Lahaina,21.00,-156.66
20730981.00,Paia-Haiku,20.93,-156.33
20731539.00,Lahaina,20.99,-156.67
20733621.00,Primary Urban Center,21.28,-157.84
20741879.00,Ewa,21.34,-158.12
20741884.00,Ewa,21.34,-158.12
20741886.00,Ewa,21.34,-158.12
20652830.00,Kihei-Makena,20.72,-156.45
20329328.00,South Kona,19.20,-155.90
20652838.00,Kihei-Makena,20.73,-156.45
20652841.00,Kihei-Makena,20.69,-156.44
20652846.00,Kihei-Makena,20.72,-156.45
20652853.00,Kihei-Makena,20.73,-156.45
20652855.00,Kihei-Makena,20.73,-156.45
20652857.00,Kihei-Makena,20.72,-156.45
20652858.00,Kihei-Makena,20.72,-156.45
20652859.00,Kihei-Makena,20.73,-156.45
20741889.00,Ewa,21.34,-158.12
20741891.00,Ewa,21.34,-158.12
20741898.00,Ewa,21.34,-158.12
20741902.00,Ewa,21.34,-158.12
20741913.00,Ewa,21.34,-158.12
20741918.00,Ewa,21.34,-158.12
20330511.00,Lahaina,20.95,-156.69
20741942.00,Ewa,21.34,-158.12
20355308.00,Molokai,21.08,-157.00
20741943.00,Ewa,21.33,-158.12
20652860.00,Kihei-Makena,20.73,-156.45
20355777.00,Primary Urban Center,21.26,-157.82
20652861.00,Kihei-Makena,20.76,-156.46
20652872.00,Kihei-Makena,20.77,-156.46
20652874.00,Kihei-Makena,20.77,-156.46
20652877.00,Kihei-Makena,20.76,-156.46
20743510.00,North Shore Kauai,22.22,-159.50
20751492.00,East Honolulu,21.28,-157.74
20387784.00,South Kohala,19.92,-155.88
20757244.00,Ewa,21.34,-158.12
20758178.00,North Kona,19.66,-155.96
20389294.00,North Kona,19.61,-155.96
20390565.00,Puna,19.52,-154.84
20758966.00,Koloa-Poipu,21.87,-159.45
20760488.00,South Kohala,19.92,-155.88
20652878.00,Kihei-Makena,20.76,-156.46
20652879.00,Kihei-Makena,20.72,-156.44
20652882.00,Kihei-Makena,20.76,-156.46
20652884.00,Kihei-Makena,20.76,-156.46
20394439.00,Kihei-Makena,20.72,-156.45
20396370.00,Primary Urban Center,21.28,-157.83
20652890.00,Kihei-Makena,20.75,-156.46
20652894.00,Kihei-Makena,20.75,-156.46
20652896.00,Kihei-Makena,20.71,-156.45
20918688.00,Kihei-Makena,20.71,-156.44
20919321.00,Lahaina,20.97,-156.68
20929140.00,Kihei-Makena,20.79,-156.51
20929841.00,Kihei-Makena,20.72,-156.45
20763061.00,North Kona,19.72,-155.99
20763468.00,Kihei-Makena,20.72,-156.45
20772449.00,Puna,19.54,-154.87
20774050.00,Primary Urban Center,21.30,-157.86
20411301.00,Primary Urban Center,21.28,-157.84
20775149.00,North Shore Kauai,22.22,-159.49
20411737.00,Lahaina,21.00,-156.66
20775834.00,North Shore Oahu,21.67,-158.04
20412191.00,Primary Urban Center,21.29,-157.84
20412999.00,Lahaina,20.94,-156.69
20785548.00,South Kohala,20.02,-155.74
20785967.00,South Kona,19.22,-155.88
20932204.00,North Shore Kauai,22.23,-159.48
20932272.00,North Shore Kauai,22.23,-159.48
20935161.00,South Kohala,19.95,-155.85
21121988.00,Kihei-Makena,20.77,-156.46
20936418.00,North Kona,19.61,-155.95
20949304.00,Kihei-Makena,20.76,-156.46
20786864.00,Hamakua,20.06,-155.51
20788527.00,Kau,19.10,-155.78
21125772.00,North Shore Kauai,22.22,-159.49
20958893.00,North Shore Oahu,21.58,-158.14
21127043.00,Lahaina,20.93,-156.69
20959464.00,Primary Urban Center,21.29,-157.84
20961907.00,Kihei-Makena,20.69,-156.44
20788906.00,South Kona,19.48,-155.91
21127539.00,Kihei-Makena,20.78,-156.46
20796633.00,Kihei-Makena,20.72,-156.45
20797403.00,Kihei-Makena,20.72,-156.45
20962397.00,Primary Urban Center,21.28,-157.83
21127895.00,Kihei-Makena,20.76,-156.46
20970621.00,Primary Urban Center,21.27,-157.82
20799074.00,South Hilo,19.72,-155.10
21128177.00,Primary Urban Center,21.27,-157.81
20800398.00,South Kohala,19.94,-155.87
20802010.00,Lahaina,20.97,-156.68
20974585.00,Primary Urban Center,21.28,-157.83
20977009.00,Kihei-Makena,20.72,-156.44
20978066.00,North Kona,19.64,-155.99
20978658.00,Koloa-Poipu,21.87,-159.45
21128455.00,North Kona,19.72,-156.01
20982475.00,Koolauloa,21.71,-158.00
20984198.00,Lahaina,20.88,-156.68
20984725.00,North Kona,19.57,-155.96
20804537.00,Koolaupoko,21.41,-157.75
20805060.00,Primary Urban Center,21.29,-157.84
20805800.00,Primary Urban Center,21.31,-157.85
20806414.00,Lahaina,20.97,-156.68
21128734.00,Primary Urban Center,21.28,-157.82
21129790.00,Waianae,21.47,-158.21
20816308.00,Puna,19.48,-155.27
20985818.00,Primary Urban Center,21.28,-157.82
20993692.00,Primary Urban Center,21.27,-157.82
21139045.00,Primary Urban Center,21.28,-157.82
20994139.00,Kihei-Makena,20.77,-156.46
20994898.00,North Kona,19.62,-155.98
20816737.00,Waianae,21.46,-158.21
21141013.00,Primary Urban Center,21.28,-157.84
21143048.00,Lahaina,20.87,-156.68
20817243.00,Kau,18.92,-155.68
20817478.00,Lahaina,20.98,-156.67
20996048.00,Primary Urban Center,21.37,-157.84
21144741.00,North Kona,19.64,-155.99
20998530.00,Primary Urban Center,21.28,-157.82
20818938.00,Primary Urban Center,21.38,-157.92
21151688.00,Primary Urban Center,21.28,-157.82
20819633.00,Primary Urban Center,21.27,-157.82
20819888.00,Primary Urban Center,21.29,-157.84
20820820.00,North Kona,19.60,-155.97
20821779.00,Kau,19.00,-155.67
21000168.00,North Shore Oahu,21.67,-158.04
21002554.00,North Shore Oahu,21.68,-158.04
21154764.00,North Shore Oahu,21.58,-158.13
21009843.00,Primary Urban Center,21.29,-157.83
21009930.00,Koolauloa,21.70,-157.99
21010859.00,North Kona,19.59,-155.97
20831018.00,North Shore Oahu,21.64,-158.04
20831641.00,Kihei-Makena,20.77,-156.46
20833891.00,Primary Urban Center,21.26,-157.82
21155940.00,Koolaupoko,21.40,-157.75
20834724.00,Hana,20.76,-155.99
20835363.00,South Kona,19.50,-155.90
20835682.00,Lahaina,20.98,-156.67
20836784.00,Primary Urban Center,21.28,-157.82
20839108.00,Koolaupoko,21.41,-157.75
20843866.00,Kihei-Makena,20.71,-156.44
21011859.00,Koloa-Poipu,21.87,-159.44
21012453.00,Koloa-Poipu,21.87,-159.45
21024272.00,North Kona,19.59,-155.97
21025036.00,Paia-Haiku,20.87,-156.30
21162448.00,Primary Urban Center,21.28,-157.82
21163445.00,Paia-Haiku,20.91,-156.38
21165079.00,Primary Urban Center,21.28,-157.82
21025553.00,Koolaupoko,21.39,-157.73
21025928.00,Primary Urban Center,21.29,-157.83
21026015.00,Primary Urban Center,21.28,-157.82
20844005.00,Kihei-Makena,20.76,-156.45
21165252.00,Primary Urban Center,21.28,-157.83
20845983.00,Lahaina,20.97,-156.68
20846060.00,Kihei-Makena,20.71,-156.44
21026950.00,North Kona,19.61,-155.98
21166152.00,North Kona,19.57,-155.96
21027352.00,Puna,19.49,-155.04
21028357.00,Hana,20.71,-156.00
21029386.00,Lahaina,20.99,-156.66
21033876.00,Lahaina,20.93,-156.69
21033911.00,Lahaina,21.00,-156.66
21039307.00,Koolauloa,21.71,-158.00
20846311.00,Lahaina,20.86,-156.67
20851070.00,Puna,19.43,-155.22
20851610.00,North Kona,19.62,-155.99
20857740.00,Koloa-Poipu,21.87,-159.45
21166215.00,North Kona,19.71,-155.99
20858230.00,Kihei-Makena,20.76,-156.46
20859308.00,Koloa-Poipu,21.87,-159.45
21042289.00,Kihei-Makena,20.68,-156.44
21043745.00,Lahaina,20.87,-156.67
21043886.00,Lahaina,20.97,-156.68
21174844.00,Primary Urban Center,21.28,-157.83
21044504.00,South Kohala,19.94,-155.86
21044843.00,Hana,20.71,-156.00
20859716.00,Koloa-Poipu,21.87,-159.45
21175015.00,Primary Urban Center,21.29,-157.84
20860087.00,Koloa-Poipu,21.87,-159.45
21047306.00,Kau,19.44,-155.28
21175572.00,North Shore Oahu,21.57,-158.11
21051257.00,North Kona,19.72,-155.99
20861961.00,South Hilo,19.71,-155.11
21175915.00,Hana,20.78,-156.02
21054717.00,Puna,19.50,-155.18
21055102.00,North Shore Kauai,22.21,-159.55
21178749.00,Primary Urban Center,21.28,-157.83
21055284.00,Kihei-Makena,20.69,-156.43
20862278.00,South Kohala,19.93,-155.88
20865183.00,North Shore Kauai,22.22,-159.48
21179848.00,Primary Urban Center,21.28,-157.84
20866986.00,Waianae,21.44,-158.18
20870062.00,Waianae,21.46,-158.21
21057990.00,Primary Urban Center,21.28,-157.82
21058018.00,Primary Urban Center,21.28,-157.82
21186650.00,South Hilo,19.66,-155.06
21058558.00,Puna,19.46,-154.94
21063422.00,Lahaina,20.86,-156.67
21070165.00,Lahaina,20.94,-156.69
21070834.00,Primary Urban Center,21.28,-157.84
21070933.00,Puna,19.44,-155.20
21072715.00,Primary Urban Center,21.33,-157.84
21081708.00,Kihei-Makena,20.71,-156.45
20872321.00,North Kona,19.62,-155.99
20874032.00,North Shore Kauai,22.23,-159.47
20878627.00,Primary Urban Center,21.28,-157.83
20878906.00,Primary Urban Center,21.27,-157.82
20886509.00,North Shore Kauai,22.22,-159.48
20886607.00,North Kona,19.62,-155.99
20887309.00,Primary Urban Center,21.28,-157.82
20892267.00,Molokai,21.06,-156.84
21186727.00,North Shore Kauai,22.20,-159.50
20900131.00,North Kona,19.61,-155.98
20901036.00,North Kona,19.59,-155.97
20901623.00,Primary Urban Center,21.27,-157.82
21081727.00,North Kona,19.64,-155.99
21090627.00,Waimea-Kekaha,21.97,-159.71
21093265.00,Waimea-Kekaha,21.96,-159.71
21095971.00,Kihei-Makena,20.75,-156.46
21096119.00,Koolauloa,21.65,-157.92
21108381.00,Primary Urban Center,21.28,-157.82
21187016.00,North Shore Kauai,22.23,-159.47
21108549.00,North Shore Kauai,22.22,-159.41
21109618.00,Kihei-Makena,20.76,-156.46
21109869.00,Lahaina,20.95,-156.69
21110274.00,Primary Urban Center,21.28,-157.82
20904684.00,Kihei-Makena,20.72,-156.44
20904950.00,Primary Urban Center,21.28,-157.82
20906067.00,Koolauloa,21.70,-157.99
21187940.00,South Hilo,19.68,-155.10
20906102.00,South Hilo,19.75,-155.09
20911063.00,Primary Urban Center,21.29,-157.83
20911438.00,Primary Urban Center,21.27,-157.82
21115404.00,Primary Urban Center,21.30,-157.80
21256681.00,South Hilo,19.73,-155.06
21257677.00,Puna,19.57,-155.12
21262135.00,Lahaina,20.87,-156.68
21262479.00,Koolaupoko,21.39,-157.72
21263592.00,North Kona,19.64,-155.99
21420582.00,Kihei-Makena,20.71,-156.45
21420584.00,Kihei-Makena,20.71,-156.44
21188658.00,Lahaina,21.00,-156.66
21420585.00,Kihei-Makena,20.71,-156.45
21420588.00,Kihei-Makena,20.71,-156.45
21420590.00,Kihei-Makena,20.71,-156.45
21266659.00,Puna,19.61,-155.04
21188661.00,Lahaina,20.99,-156.67
21266831.00,Primary Urban Center,21.29,-157.83
21267265.00,North Kona,19.57,-155.96
21267509.00,Primary Urban Center,21.27,-157.82
21420591.00,Kihei-Makena,20.71,-156.45
21420594.00,Kihei-Makena,20.71,-156.45
21188670.00,Primary Urban Center,21.28,-157.83
21420597.00,Kihei-Makena,20.71,-156.44
21420599.00,Kihei-Makena,20.71,-156.44
21420600.00,Kihei-Makena,20.71,-156.45
21275042.00,Primary Urban Center,21.29,-157.84
21275791.00,Puna,19.50,-155.15
21276232.00,Koolauloa,21.70,-158.00
21278958.00,North Shore Oahu,21.57,-158.11
21279927.00,North Shore Kauai,22.22,-159.48
21188974.00,Koolauloa,21.63,-157.92
21280530.00,South Hilo,19.86,-155.15
21280919.00,North Shore Kauai,22.22,-159.49
21281097.00,North Shore Kauai,22.22,-159.48
21420601.00,Kihei-Makena,20.71,-156.45
21188988.00,Lahaina,20.99,-156.67
21420604.00,Kihei-Makena,20.71,-156.44
21420606.00,Kihei-Makena,20.71,-156.45
21420607.00,Kihei-Makena,20.71,-156.44
21420608.00,Kihei-Makena,20.71,-156.45
21283439.00,Kihei-Makena,20.73,-156.45
21294434.00,North Shore Kauai,22.22,-159.47
21294917.00,Koolaupoko,21.45,-157.83
21420611.00,Kihei-Makena,20.71,-156.45
21189309.00,Lahaina,20.96,-156.68
21189913.00,Primary Urban Center,21.29,-157.79
21420612.00,Kihei-Makena,20.71,-156.44
21420615.00,Kihei-Makena,20.71,-156.45
21420617.00,Kihei-Makena,20.71,-156.45
21420619.00,Kihei-Makena,20.71,-156.45
21420620.00,Kihei-Makena,20.71,-156.45
21420623.00,Kihei-Makena,20.71,-156.45
21295148.00,South Hilo,19.67,-155.08
21295288.00,Primary Urban Center,21.28,-157.82
21295392.00,North Kona,19.64,-155.99
21190519.00,Koloa-Poipu,21.88,-159.47
21296095.00,Primary Urban Center,21.27,-157.82
21296225.00,Waianae,21.46,-158.21
21420624.00,Kihei-Makena,20.71,-156.45
21420625.00,Kihei-Makena,20.71,-156.45
21191710.00,South Kona,19.49,-155.91
21192285.00,North Kona,19.71,-155.99
21296290.00,North Kona,19.64,-155.99
21192912.00,Primary Urban Center,21.28,-157.82
21297043.00,South Hilo,19.76,-155.09
21298640.00,Kapaa-Wailua,22.06,-159.32
21420629.00,Kihei-Makena,20.71,-156.45
21420630.00,Kihei-Makena,20.71,-156.44
21420631.00,Kihei-Makena,20.71,-156.45
21197821.00,Koolaupoko,21.41,-157.74
21420632.00,Kihei-Makena,20.71,-156.45
21301472.00,Primary Urban Center,21.27,-157.82
21200894.00,North Kona,19.64,-155.99
21420633.00,Kihei-Makena,20.71,-156.45
21420634.00,Kihei-Makena,20.71,-156.45
21204084.00,Lahaina,21.00,-156.66
21420638.00,Kihei-Makena,20.71,-156.45
21420641.00,Kihei-Makena,20.71,-156.45
21420642.00,Kihei-Makena,20.71,-156.45
21421466.00,Kihei-Makena,20.71,-156.44
21205192.00,Puna,19.56,-155.06
21304350.00,Primary Urban Center,21.28,-157.83
21205400.00,Lahaina,20.95,-156.69
21423560.00,Kihei-Makena,20.68,-156.44
21206220.00,Lahaina,20.88,-156.68
21207852.00,Puna,19.44,-155.21
21425641.00,Kihei-Makena,20.79,-156.47
21217112.00,Primary Urban Center,21.28,-157.83
21425908.00,North Kona,19.57,-155.97
21425909.00,North Kona,19.57,-155.96
21218116.00,Primary Urban Center,21.29,-157.84
21218881.00,North Kona,19.61,-155.98
21426304.00,Puna,19.39,-154.93
21219531.00,North Kona,19.64,-155.99
21228619.00,North Kona,19.58,-155.95
21426866.00,Lihue,21.96,-159.35
21427237.00,North Shore Kauai,22.22,-159.49
21428179.00,Primary Urban Center,21.28,-157.83
21431001.00,Lahaina,20.95,-156.69
21433467.00,Kihei-Makena,20.71,-156.44
21305896.00,North Shore Kauai,22.22,-159.48
21230634.00,East Honolulu,21.28,-157.77
21231252.00,Kihei-Makena,20.76,-156.46
21232591.00,Lahaina,20.93,-156.69
21433742.00,Kihei-Makena,20.72,-156.45
21436707.00,Primary Urban Center,21.28,-157.83
21447420.00,Puna,19.51,-154.90
21240403.00,Koloa-Poipu,21.87,-159.45
21241466.00,North Kona,19.64,-155.99
21448688.00,North Kona,19.64,-155.99
21448915.00,North Shore Oahu,21.67,-158.04
21461277.00,North Shore Kauai,22.22,-159.48
21461329.00,Kihei-Makena,20.77,-156.46
21463477.00,Wailuku-Kahului,20.88,-156.50
21242441.00,Molokai,21.18,-157.24
21242512.00,South Kohala,19.95,-155.86
21474016.00,North Shore Oahu,21.58,-158.17
21475581.00,South Kona,19.20,-155.90
21477607.00,Molokai,21.08,-157.00
21483199.00,Lahaina,20.96,-156.68
21306657.00,North Shore Kauai,22.22,-159.48
21307829.00,North Shore Kauai,22.22,-159.48
21488985.00,Primary Urban Center,21.28,-157.80
21244684.00,Lahaina,20.97,-156.68
21492686.00,Koolaupoko,21.45,-157.83
21244792.00,Kihei-Makena,20.72,-156.45
21308389.00,Kihei-Makena,20.72,-156.45
21246731.00,Puna,19.43,-155.22
21308390.00,Lahaina,21.00,-156.66
21309881.00,South Hilo,19.71,-155.11
21312046.00,Koolauloa,21.70,-157.99
21502740.00,Primary Urban Center,21.27,-157.83
21503912.00,Kapaa-Wailua,22.06,-159.32
21247125.00,Primary Urban Center,21.29,-157.83
21504253.00,Puna,19.56,-154.97
21504632.00,Kapaa-Wailua,22.06,-159.32
21504805.00,Primary Urban Center,21.28,-157.82
21506236.00,North Shore Kauai,22.22,-159.47
21514124.00,Lahaina,20.95,-156.69
21514689.00,Kapaa-Wailua,22.06,-159.32
21517103.00,Kapaa-Wailua,22.06,-159.32
21313020.00,Kihei-Makena,20.76,-156.45
21323333.00,South Hilo,19.69,-155.09
21324311.00,Primary Urban Center,21.26,-157.82
21251855.00,Koolaupoko,21.39,-157.72
21327425.00,Lahaina,20.94,-156.69
21329039.00,Puna,19.48,-155.26
21332233.00,Kihei-Makena,20.71,-156.44
21345094.00,North Shore Kauai,22.23,-159.47
21518139.00,Kapaa-Wailua,22.06,-159.32
21253953.00,Kihei-Makena,20.76,-156.46
21518331.00,Kihei-Makena,20.76,-156.46
21356266.00,Koolaupoko,21.42,-157.75
21255025.00,North Kona,19.60,-155.96
21256064.00,North Shore Kauai,22.22,-159.47
21358032.00,South Kohala,19.95,-155.85
21519013.00,Primary Urban Center,21.28,-157.80
21527909.00,Ewa,21.34,-158.12
21719736.00,Koolauloa,21.70,-157.99
21359204.00,North Shore Oahu,21.58,-158.10
21719739.00,Koolauloa,21.70,-157.99
21719744.00,Koolauloa,21.70,-158.00
21359694.00,South Kona,19.47,-155.92
21719745.00,Koolauloa,21.70,-158.00
21365116.00,North Kona,19.64,-155.99
21727607.00,South Kona,19.50,-155.93
21727730.00,North Shore Oahu,21.65,-158.06
21368273.00,East Honolulu,21.29,-157.72
21728126.00,Puna,19.43,-155.22
21369090.00,Puna,19.43,-155.24
21528984.00,Puna,19.44,-155.23
21728885.00,Lahaina,20.96,-156.68
21370656.00,Lihue,21.96,-159.35
21729653.00,Puna,19.59,-154.97
21371464.00,Ewa,21.34,-158.12
21373363.00,Primary Urban Center,21.29,-157.83
21381315.00,Koolaupoko,21.39,-157.73
21530141.00,Kihei-Makena,20.69,-156.44
21730175.00,Lahaina,20.93,-156.69
21381797.00,Lihue,21.96,-159.35
21730236.00,Lahaina,20.86,-156.67
21382758.00,Primary Urban Center,21.27,-157.82
21730787.00,North Hilo,19.97,-155.22
21383253.00,Lahaina,20.92,-156.70
21731780.00,Kihei-Makena,20.72,-156.45
21740183.00,North Kona,19.70,-155.99
21740252.00,Primary Urban Center,21.28,-157.82
21385007.00,Koloa-Poipu,21.87,-159.45
21395598.00,Kihei-Makena,20.76,-156.46
21740954.00,Puna,19.59,-154.93
21531462.00,Kihei-Makena,20.76,-156.46
21532200.00,North Shore Oahu,21.67,-158.05
21533158.00,Primary Urban Center,21.28,-157.82
21742301.00,Primary Urban Center,21.28,-157.82
21749853.00,North Shore Kauai,22.22,-159.48
21538523.00,North Kona,19.57,-155.97
21539027.00,South Kona,19.20,-155.88
21398634.00,Primary Urban Center,21.39,-157.91
21400522.00,Waianae,21.46,-158.20
21409310.00,Lahaina,20.86,-156.67
21409456.00,Waianae,21.46,-158.21
21412178.00,Primary Urban Center,21.27,-157.82
21540227.00,North Kona,19.64,-155.99
21540451.00,Lihue,21.96,-159.36
21755332.00,Koolaupoko,21.41,-157.74
21548178.00,Lahaina,20.95,-156.69
21549543.00,North Shore Kauai,22.22,-159.49
21413183.00,Lahaina,20.99,-156.67
21420503.00,Kihei-Makena,20.71,-156.45
21420569.00,Kihei-Makena,20.71,-156.45
21420570.00,Kihei-Makena,20.71,-156.44
21755561.00,Lahaina,20.87,-156.68
21552551.00,Primary Urban Center,21.29,-157.84
21755923.00,North Shore Kauai,22.22,-159.48
21560096.00,North Shore Kauai,22.23,-159.49
21565546.00,North Shore Kauai,22.22,-159.47
